BBL,Required to report automated water data from DEP? Y/N,Esmnt,Building Class ,Tax Class,Building Count,DOF Gross Square Footage,,,Zip Code,"Multiple Buildings less than 100,000 with one of the buildings on the tax lot greater than 25,000 GSF",Address
1003430001,NO,,W1,4,1,"123,410",,,10002,,80 ATTORNEY STREET
1003440013,YES, ,D1,2,1,"47,910",,,10002,,195 STANTON STREET
1003440017,YES, ,D4,2,1,"27,299",,,10002,,129 RIDGE STREET
1003440041,YES, ,D6,2,1,"27,109",,,10002,,114 RIDGE STREET
1003447501,NO, ,R0,2,1,"44,089",,,10002,,50 CLINTON STREET
1003440001,NO,,W1,4,1,"73,956",,,10002,,178 RIVINGTON STREET
1003450017,YES, ,D1,2,1,"57,128",,,10002,,331 EAST HOUSTON STREET
1003450020,YES, ,D1,2,1,"35,045",,,10002,,155 RIDGE STREET
1003450048,YES, ,D3,2,1,"170,100",,,10002,,115 PITT STREET
1003450058,YES, ,D9,2,1,"98,000",,,10002,,133 PITT STREET
1003457501,YES, ,R0,2,1,"39,643",,,10002,,154 ATTORNEY STREET
1003457502,YES, ,R0,2,1,"68,396",,,10002,,196 STANTON STREET
1003460095,YES, ,C7,2,1,"26,377",,,10002,,384 GRAND STREET
1003460075,NO, ,D7,2,1,"378,755",,,10002,,58 SUFFOLK STREET
1003467501,YES, ,R0,2,1,"283,178",,,10002,,145 CLINTON STREET
1003467502,NO, ,R0,2,1,"468,652",,,10002,,180 BROOME STREET
1003467503,NO, ,R0,2,1,"343,770",,,10002,,202 BROOME STREET
1003470080,YES, ,D3,2,2,"180,090",,,10002,,150 BROOME STREET
1003477501,YES, ,R0,2,1,"198,524",,,10002,,175 DELANCEY STREET
1003480036,NO, ,H3,4,1,"48,002",,,10002,,150 DELANCEY STREET
1003480040,YES, ,D6,2,1,"38,498",,,10002,,90 CLINTON STREET
1003480064,YES, ,D3,2,1,"32,998",,,10002,,91 ATTORNEY STREET
1003497503,YES, ,R0,2,1,"58,031",,,10002,,150 RIVINGTON STREET
1003500026,YES, ,D7,2,1,"36,000",,,10002,,19 CLINTON STREET
1003500069,YES, ,D1,2,1,"31,455",,,10002,,155 ATTORNEY STREET
1003507501,NO, ,R0,2,1,"38,670",,,10002,,20 CLINTON STREET
1003507503,NO, ,R0,2,1,"35,966",,,10002,,287 EAST HOUSTON STREET
1003500008,YES,,I5,4,1,"56,500",,,10002,,180 SUFFOLK STREET
1003510001,YES, ,D4,2,3,"198,260",,,10002,,62 ESSEX STREET
1003527501,NO, ,R0,2,1,"441,570",,,10002,,125 DELANCEY STREET
1003530052,YES, ,D6,2,1,"35,000",,,10002,,108 NORFOLK STREET
1003530057,YES, ,C7,2,1,"25,650",,,10002,,131 RIVINGTON STREET
1003530069,YES, ,D6,2,1,"26,600",,,10002,,99 SUFFOLK STREET
1003537501,YES, ,R0,2,1,"50,563",,,10002,,103 NORFOLK STREET
1003537503,NO, ,R0,2,1,"34,261",,,10002,,115 NORFOLK STREET
1003537504,YES, ,R0,2,1,"55,157",,,10002,,100 NORFOLK STREET
1003530044,YES,,K1,4,1,"20,616",,,10002,,116 DELANCEY STREET
1003530054,YES,,J9,4,1,"90,300",,,10002,,107 SUFFOLK STREET
1003540001,NO, ,D6,2,1,"63,712",,,10002,,140 ESSEX STREET
1003540080,NO,,W1,4,1,"182,081",,,10002,,145 STANTON STREET
1003550054,YES, ,D6,2,1,"92,697",,,10002,,255 EAST HOUSTON STREET
1003550001,YES,,W1,4,1,"107,380",,,10002,,126 STANTON STREET
1003560001,NO, ,D3,2,18,"1,658,649",,,10009,,10 AVENUE D
1003560100,YES,,W1,4,1,"139,000",,,,,446 AVENUE D
1003620010,NO, ,D3,2,6,"380,833",,,10009,,132 AVENUE D
1003620001,YES, ,D6,2,6,"458,591",,,10009,,134 AVENUE D
1003670001,YES, ,D3,2,8,"610,785",,,10009,,152 AVENUE D
1003720012,YES, ,D9,2,1,"26,780",,,10009,,278 EAST 3 STREET
1003720016,NO, ,D1,2,1,"29,940",,,10009,,286 EAST 3 STREET
1003720018,YES, ,D1,2,1,"37,767",,,10009,,290 EAST 3 STREET
1003720026,YES, ,D3,2,1,"46,162",,,10009,,306 EAST 3 STREET
1003720031,YES, ,D9,2,1,"27,496",,,10009,,316 EAST 3 STREET
1003720041,YES, ,D7,2,1,"131,660",,,10009,,310 2ND STREET
1003720060,NO, ,D7,2,1,"80,500",,,10009,,280 EAST 2 STREET
1003727503,NO,,R0,2,1,"36,142",,,10009,,302 EAST 2 STREET
1003720014,YES,,N2,4,1,"23,530",,,10009,,282 EAST 3 STREET
1003730023,YES, ,D9,2,1,"27,042",,,10009,,340 EAST 4 STREET
1003730038,YES, ,N2,4,1,"38,721",,,10009,,25 AVENUE D
1003730051,NO, ,D3,2,1,"41,244",,,10009,,299 EAST 3 STREET
1003730064,YES, ,I5,4,1,"26,793",,,10009,,279 EAST 3 STREET
1003740025,YES, ,D1,2,1,"49,792",,,10009,,734 EAST 5 STREET
1003740043,YES, ,D1,2,1,"27,226",,,10009,,353 EAST 4 STREET
1003740020,NO,,W1,4,1,"73,224",,,10009,,724 EAST 5 STREET
1003750001,YES, ,C9,2,1,"73,392",,,10009,,72 AVENUE C
1003750045,YES, ,C9,2,1,"39,260",,,10009,,721 EAST 5 STREET
1003757501,YES, ,R0,2,1,"34,607",,,10009,,71 AVENUE D
1003760058,YES, ,D3,2,1,"65,526",,,10009,,711 EAST 6 STREET
1003767501,NO, ,R0,2,1,"121,049",,,10009,,79 AVENUE D
1003770026,YES, ,D4,2,1,"30,018",,,10009,,390 EAST 8 STREET
1003770030,YES, ,D3,2,1,"28,906",,,10009,,394 EAST 8 STREET
1003777502,YES, ,R0,2,1,"25,115",,,10009,,259 EAST 7 STREET
1003777503,YES, ,R0,2,1,"122,439",,,10009,,101 AVENUE D
1003780010,YES, ,D6,2,1,"34,728",,,10009,,710 EAST 9 STREET
1003780001,YES, ,Y2,4,1,"120,040",,,10009,,126 AVENUE C
1003787501,YES, ,R0,2,1,"25,615",,,10009,,399 EAST 8 STREET
1003790045,YES, ,D0,2,1,"31,500",,,10009,,735 EAST 9 STREET
1003790053,YES, ,D1,2,1,"44,876",,,10009,,717 EAST 9 STREET
1003810038,YES,,W1,4,1,"54,656",,,10009,,730 EAST 12 STREET
1003820001,YES, ,D9,2,6,"453,600",,,10009,,188 AVENUE C
1003820100,NO, ,D4,2,5,"553,660",,,10009,,162 AVENUE C
1003840033,NO, ,D6,2,1,"49,974",,,10009,,11 AVENUE C
1003847503,YES, ,R0,2,1,"42,752",,,10002,,310 EAST HOUSTON STREET
1003850005,YES, ,D5,2,1,"32,225",,,10009,,27 AVENUE B
1003850014,YES, ,D1,2,1,"49,923",,,10009,,222 EAST 3 STREET
1003850019,YES, ,D7,2,1,"31,025",,,10009,,228 EAST 3 STREET
1003850049,YES, ,D7,2,1,"34,821",,,10009,,242 EAST 2 STREET
1003850063,YES, ,P6,4,1,"38,876",,,10009,,214 EAST 2 STREET
1003857501,YES, ,R0,2,1,"51,716",,,10009,,254 EAST 2 STREET
1003860015,YES, ,D3,2,1,"43,902",,,10009,,258 EAST 4 STREET
1003860033,YES, ,D9,2,1,"132,308",,,10009,,274 EAST 4 STREET
1003870157,YES, ,C1,2,1,"25,200",,,10009,,619 EAST 5 STREET
1003870020,YES, ,C9,2,1,"32,946",,,10009,,620 EAST 5 STREET
1003870049,YES,,N2,4,1,"50,478",,,10009,,271 EAST 4 STREET
1003870001,YES,,W1,4,1,"142,826",,,10009,,55 AVENUE B
1003900005,YES, ,M1,4,1,"28,564",,,10009,,121 AVENUE B
1003900011,YES, ,I7,4,1,"97,000",,,10009,,308 EAST 8 STREET
1003900024,YES, ,D1,2,1,"29,232",,,10009,,334 EAST 8 STREET
1003920010,NO, ,W1,4,1,"93,420",,,10009,,350 EAST 10 STREET
1003920027,YES, ,C4,2,1,"49,799",,,10009,,384 EAST 10 STREET
1003920048,YES, ,C1,2,1,"43,871",,,10009,,627 EAST 9 STREET
1003927501,NO, ,R0,2,1,"89,531",,,10009,,143 AVENUE B
1003930001,YES, ,D5,2,1,"31,267",,,10009,,159 AVENUE B
1003930014,YES, ,D5,2,1,"30,750",,,10009,,610 EAST 11 STREET
1003930025,YES, ,D5,2,1,"27,362",,,10009,,636 EAST 11 STREET
1003930056,YES, ,D1,2,1,"38,520",,,10009,,355 EAST 10 STREET
1003940041,YES, ,D7,2,1,"28,620",,,10009,,183 AVENUE C
1003947506,YES, ,R0,2,1,"32,113",,,10009,,189 AVENUE C
1003947507,NO, ,R0,2,1,"49,728",,,10009,,183 AVENUE B
1003940012,YES,,W1,4,1,"72,200",,,10009,,604 EAST 12 STREET
1003950001,YES, ,C7,2,1,"27,000",,,10009,,195 AVENUE B
1003950009,NO, ,D9,2,1,"127,950",,,10009,,606 EAST 13 STREET
1003950012,YES, ,D4,2,1,"100,860",,,10009,,620 EAST 13 STREET
1003950022,YES, ,D3,2,1,"149,253",,,10009,,205 AVENUE C
1003960029,NO, ,D6,2,1,"66,043",,,10009,,223 AVENUE C
1003960010,YES, ,D6,2,2,"423,836",,,10009,,604 EAST 14TH STREET
1003970012,YES, ,D4,2,1,"27,500",,,10009,,157 EAST 2 STREET
1003970029,NO, ,D1,2,1,"33,336",,,10009,,195 EAST 2 STREET
1003977502,YES, ,R0,2,1,"29,536",,,10002,,240 EAST HOUSTON STREET
1003977503,NO, ,R0,2,1,"169,482",,,10002,,250 EAST HOUSTON STREET
1003980002,YES, ,K2,4,1,"25,760",,,10009,,28 AVENUE A
1003980008,YES, ,D4,2,1,"55,947",,,10009,,160 EAST 3 STREET
1003980018,NO, ,D7,2,1,"43,520",,,10009,,176 EAST 3 STREET
1003980035,YES, ,D6,2,1,"77,000",,,10009,,24 AVENUE B
1003990001,YES, ,D6,2,1,"28,633",,,10009,,42 AVENUE A
1003990011,YES, ,M9,4,1,"39,246",,,10009,,206 EAST 4 STREET
1003990044,YES, ,D1,2,1,"35,550",,,10009,,185 EAST 3 STREET
1004000031,YES, ,D6,2,1,"71,334",,,10009,,542 EAST 5 STREET
1004010046,YES, ,D6,2,1,"36,330",,,10009,,535 EAST 5 STREET
1004020011,YES, ,D9,2,1,"41,600",,,10009,,140 EAST 7 STREET
1004020015,YES, ,D9,2,1,"36,705",,,10009,,144 EAST 7 STREET
1004027503,YES, ,R0,2,1,"51,063",,,10009,,100 AVENUE A
1004050001,YES, ,D1,2,1,"40,376",,,10009,,174 AVENUE A
1004050017,NO, ,D9,2,1,"31,500",,,10009,,518 EAST 12 STREET
1004057504,NO, ,R0,2,1,"34,454",,,10009,,525 EAST 11 STREET
1004067504,NO, ,R0,2,1,"33,319",,,10009,,531 EAST 12 STREET
1004070047,YES, ,D3,2,1,"30,893",,,10009,,527 EAST 13 STREET
1004077502,YES, ,R0,2,1,"26,084",,,10009,,503 EAST 13 STREET
1004077503,YES, ,R0,2,1,"185,068",,,10009,,500 EAST 14 STREET
1004077504,YES, ,R0,2,1,"66,823",,,10009,,524 EAST 14 STREET
1004087501,YES, ,R0,2,1,"35,650",,,10002,,71 LUDLOW STREET
1004080030,NO,,W1,4,1,"315,000",,,10002,,350 GRAND STREET
1004090005,YES, ,O5,4,1,"26,856",,,10002,,85 DELANCEY STREET
1004097502,NO, ,R0,2,2,"176,960",,,10002,,242 BROOME STREET
1004100004,YES, ,K4,4,1,"33,546",,,10002,,130 ORCHARD STREET
1004100034,YES, ,D7,2,1,"29,437",,,10002,,86 DELANCEY STREET
1004100048,NO, ,H1,4,1,"59,000",,,10002,,107 RIVINGTON STREET
1004100071,NO, ,D7,2,1,"30,812",,,10002,,100 DELANCEY STREET
1004107501,NO, ,R0,2,1,"114,394",,,10002,,101 LUDLOW STREET
1004100038,YES,,Z2,4,1,"132,750",,,10002,,112 LUDLOW STREET
1004117504,YES, ,R0,2,1,"26,214",,,10002,,153 ESSEX STREET
1004120048,YES, ,H2,4,1,"82,411",,,10002,,180 LUDLOW STREET
1004120053,YES, ,D8,2,1,"209,499",,,10002,,207 EAST HOUSTON STREET
1004127501,NO, ,R0,2,1,"199,408",,,10002,,180 ORCHARD STREET
1004127503,YES, ,R0,2,1,"161,916",,,10002,,196 ORCHARD STREET
1004130043,YES, ,D7,2,1,"27,370",,,10002,,261 BROOME STREET
1004130051,NO, ,K4,4,1,"29,465",,,10002,,314 GRAND STREET
1004150018,NO, ,I5,4,1,"29,898",,,10002,,182 ELDRIDGE STREET
1004150067,NO, ,H9,4,2,"47,325",,,10002,Y ,139 ORCHARD STREET
1004150078,NO, ,C7,2,1,"25,071",,,10002,,80 DELANCEY STREET
1004170001,YES, ,D1,2,1,"136,000",,,10002,,224 ELDRIDGE STREET
1004177501,NO, ,R0,2,1,"111,051",,,10002,,190 ALLEN STREET
1004200040,NO, ,O5,4,1,"62,100",,,10002,,40 DELANCEY STREET
1004200062,YES, ,D3,2,1,"61,380",,,10002,,175 ELDRIDGE STREET
1004207501,YES, ,R0,2,1,"58,364",,,10002,,40 DELANCEY STREET
1004207502,NO, ,R0,2,1,"134,698",,,10002,,45 RIVINGTON STREET
1004210044,YES, ,D3,2,1,"38,880",,,10002,,174 FORSYTH STREET
1004217502,YES, ,R0,2,1,"30,023",,,10002,,36 RIVINGTON STREET
1004227503,YES, ,R0,2,1,"25,576",,,10002,,204 FORSYTH STREET
1004220072,NO,,W1,4,1,"77,580",,,10002,,48 STANTON STREET
1004230007,NO, ,O6,4,1,"58,390",,,10002,,139 BOWERY
1004230009,NO, ,H2,4,1,"100,870",,,10002,,145-147      BOWERY
1004230022,YES,,O5,4,1,"42,960",,,10002,,117 CHRYSTIE STREET
1004250004,NO, ,H2,4,1,"79,408",,,10002,,189 BOWERY
1004250014,NO, ,E1,4,1,"36,206",,,10002,,209 BOWERY
1004250023,YES, ,H3,4,1,"26,283",,,10002,,11 RIVINGTON STREET
1004257501,YES, ,R0,2,1,"44,203",,,10002,,195 BOWERY
1004257502,YES, ,R0,2,1,"65,869",,,10002,,199 BOWERY
1004257505,NO,,R0,2,1,"36,673",,,10002,,175 CHRYSTIE STREET
1004260005,NO, ,H3,4,1,"63,599",,,10002,,223 BOWERY
1004260012,NO, ,P7,4,1,"56,344",,,10002,,235 BOWERY
1004260029,YES, ,O6,4,1,"81,900",,,10002,,195 CHRYSTIE STREET
1004260031,NO, ,C7,2B,1,"37,500",,,10002,,191 CHRYSTIE STREET
1004267502,NO, ,R0,2,1,"50,616",,,10002,,199 CHRYSTIE STREET
1004270002,YES, ,D3,2,1,"167,453",,,10002,,10 STANTON STREET
1004277504,NO, ,R0,2,1,"514,093",,,10002,,273 BOWERY
1004277507,YES, ,R0,2,1,"277,464",,,10002,,215 CHRYSTIE STREET
1004290029,YES, ,P5,4,1,"37,280",,,10009,,137 EAST 2 STREET
1004290021,YES, ,D6,2,1,"138,202",,,10009,,117 EAST 2 STREET
1004297501,NO, ,R0,2,1,"31,385",,,10009,,101 EAST 2 STREET
1004300001,NO, ,D4,2,1,"147,730",,,10009,,40 1 AVENUE
1004300010,NO, ,D6,2,10,"101,908",,,10009,,112 EAST 3 STREET
1004310001,NO, ,D4,2,1,"194,800",,,10009,,60 1 AVENUE
1004310025,YES, ,D4,2,1,"121,406",,,10009,,51 AVENUE A
1004310031,YES, ,D4,2,1,"120,605",,,10009,,43 AVENUE A
1004310014,NO,,W1,4,1,"79,726",,,10009,,150 EAST 4 STREET
1004320001,YES, ,D4,2,5,"780,062",,,10009,,66 1 AVENUE
1004327501,YES, ,R0,2,1,"34,605",,,10009,,85 AVENUE A
1004327502,YES, ,R0,2,1,"25,586",,,10009,,89 AVENUE A
1004350045,YES, ,D9,2,1,"32,698",,,10009,,111 EAST 7 STREET
1004360044,YES, ,D3,2,1,"25,610",,,10009,,107 ST MARKS PLACE
1004370001,YES,,J9,4,1,"52,390",,,10009,,150 1 AVENUE
1004380032,NO, ,P9,4,1,"50,000",,,10009,,291 EAST 10 STREET
1004397501,YES, ,R0,2,1,"152,142",,,10009,,438 EAST 12 STREET
1004390017,NO,,W1,4,1,"180,688",,,10009,,418 EAST 12 STREET
1004407502,YES, ,R0,2,1,"30,462",,,10009,,407 EAST 12 STREET
1004417502,YES, ,R0,2,1,"30,692",,,10009,,404 EAST 14 STREET
1004417503,YES, ,R0,2,1,"94,773",,,10009,,421 EAST 13 STREET
1004417504,NO, ,R0,2,1,"138,170",,,10009,,433 EAST 13 STREET
1004430005,YES, ,E7,4,1,"52,497",,,10003,,28 2 AVENUE
1004430016,YES, ,M1,4,1,"26,282",,,10003,,59 EAST 2 STREET
1004430020,YES, ,C4,2,1,"26,328",,,10003,,67 EAST 2 STREET
1004437505,NO, ,R0,2,1,"51,293",,,10003,,24 2 AVENUE
1004440034,YES, ,D9,2,1,"33,275",,,10003,,43 1 AVENUE
1004440059,NO, ,W3,4,1,"50,000",,,10003,,44 EAST 2 STREET
1004440022,YES,,C7,2,1,"14,715",,,10003,,66 EAST 3 STREET
1004450014,YES, ,D7,2,1,"114,700",,,10003,,88 EAST 4 STREET
1004450045,YES, ,D1,2,1,"36,047",,,10003,,81 EAST 3 STREET
1004460032,NO, ,D3,2,1,"27,985",,,10003,,75 1 AVENUE
1004467502,YES, ,R0,2,1,"75,782",,,10003,,99 EAST 4 STREET
1004460020,NO,,W1,4,1,"40,000",,,10003,,324 EAST 5 STREET
1004470047,YES,,Y2,4,1,"42,235",,,10003,,323 EAST 5 STREET
1004480001,YES, ,D9,2,1,"35,819",,,10003,,104 2 AVENUE
1004510006,YES, ,D9,2,1,"39,395",,,10003,,156 2 AVENUE
1004517502,YES, ,R0,2,1,"88,208",,,10003,,240 EAST 10 STREET
1004520002,YES, ,D9,2,1,"121,503",,,10003,,162 2 AVENUE
1004520006,YES, ,D4,2,1,"97,896",,,10003,,170 2 AVENUE
1004520054,YES, ,D4,2,1,"25,818",,,10003,,205 EAST 10 STREET
1004537501,YES, ,R0,2,1,"46,707",,,10003,,311 EAST 11 STREET
1004530034,NO,,W1,4,1,"101,100",,,10003,,179 1 AVENUE
1004540052,YES,,N2,4,1,"63,335",,,10003,,331 EAST 12 STREET
1004550001,NO, ,I1,4,1,"56,756",,,10003,,222 2 AVENUE
1004550005,YES, ,I2,4,1,"102,314",,,10003,,224 2 AVENUE
1004550029,YES, ,P3,4,1,"48,820",,,10003,,342 EAST 14 STREET
1004560007,YES, ,D9,2,1,"234,610",,,10003,,285 BOWERY
1004567501,NO, ,R0,2,1,"69,969",,,10003,,21 2 AVENUE
1004570001,YES, ,D6,2,1,"42,563",,,10003,,3 EXTRA PLACE
1004570005,YES, ,N9,4,1,"32,358",,,10003,,313 BOWERY
1004570009,YES, ,H8,4,1,"156,365",,,10003,,1 EAST 2 STREET
1004570020,YES, ,C1,2,1,"27,600",,,10003,,21 EAST 2 STREET
1004570028,YES, ,D6,2,1,"115,187",,,10003,,21 2 AVENUE
1004570029,YES, ,D6,2,1,"26,832",,,10003,,31 2 AVENUE
1004570128,NO, ,D6,2,1,"35,598",,,10003,,29 EAST 2 STREET
1004570007,NO,,N2,4,1,"14,910",,,10003,,317 BOWERY
1004580006,YES, ,H2,4,1,"90,411",,,10003,,335 BOWERY
1004580011,YES,,N9,4,1,"55,000",,,10003,,6 EAST 3 STREET
1004580004,NO,,N2,4,1,"23,492",,,10003,,331 BOWERY
1004590019,NO, ,P5,4,1,"38,000",,,10003,,66 EAST 4 STREET
1004590029,YES, ,D9,2,1,"45,426",,,10003,,63 2 AVENUE
1004590032,YES, ,D9,2,1,"36,720",,,10003,,57 2 AVENUE
1004597502,YES, ,R0,2,1,"39,145",,,10003,,52 EAST 4 STREET
1004597503,YES, ,R0,2,1,"26,187",,,10003,,347 BOWERY
1004600001,NO, ,D9,2,1,"122,689",,,10003,,1 COOPER SQUARE
1004600029,YES, ,C1,2,1,"25,002",,,10003,,236 EAST 5 STREET
1004600056,YES, ,P5,4,1,"32,000",,,10003,,59 EAST 4 STREET
1004607502,YES, ,R0,2,1,"28,569",,,10003,,210 EAST 5 STREET
1004610006,YES, ,H8,4,1,"45,082",,,10003,,35 COOPER SQUARE
1004610035,YES, ,C7,2,1,"26,460",,,10003,,87 2 AVENUE
1004620004,YES, ,W2,4,1,"59,732",,,10003,,3 TARAS SHEVCHENKO PLACE
1004620007,YES, ,M1,4,1,"51,300",,,10003,,6 TARAS SHEVCHENKO PLACE
1004620025,YES, ,W6,4,1,"43,214",,,10003,,107 2 AVENUE
1004620035,YES, ,D1,2,1,"91,680",,,10003,,223 EAST 6 STREET
1004627501,YES, ,R0,2,1,"54,745",,,10003,,24 EAST 7 STREET
1004620001,NO,,W6,4,1,"180,000",,,10003,,41 COOPER SQUARE
1004637501,NO, ,R0,2,1,"32,163",,,10003,,63 COOPER SQUARE
1004637502,NO, ,R0,2,1,"33,801",,,10003,,45 EAST 7 STREET
1004648048,NO, ,D4,2,1,"25,068",,,10003,,19 ST MARKS PLACE
1004649006,NO, ,H8,4,1,"59,815",,,10003,,29 3 AVENUE
1004650001,YES, ,H8,4,1,"146,583",,,10003,,31 3 AVENUE
1004650037,YES, ,W4,4,1,"25,800",,,10003,,28 STUYVESANT STREET
1004650055,NO, ,D9,2,1,"25,340",,,10003,,145 2 AVENUE
1004667501,NO, ,R0,2,1,"41,323",,,10003,,47 3 AVENUE
1004667502,YES, ,R0,2,1,"67,227",,,10003,,55 3 AVENUE
1004670001,NO, ,H8,4,1,"337,600",,,10003,,67 3 AVENUE
1004670022,YES, ,D4,2,1,"53,055",,,10003,,226 EAST 12 STREET
1004670025,YES, ,D6,2,1,"65,602",,,10003,,232 EAST 12 STREET
1004670031,YES, ,J9,4,1,"59,225",,,10003,,181 2 AVENUE
1004670035,YES, ,D6,2,1,"49,227",,,10003,,175 2 AVENUE
1004677501,YES, ,R0,2,1,"39,182",,,10003,,235 EAST 11 STREET
1004680001,YES, ,D7,2,1,"92,304",,,10003,,87 3 AVENUE
1004680046,YES, ,D9,2,1,"27,215",,,10003,,229 EAST 12 STREET
1004690030,YES, ,D6,2,1,"63,158",,,10003,,223 2 AVENUE
1004690049,YES, ,D3,2,1,"30,400",,,10003,,229 EAST 13 STREET
1004697502,YES, ,R0,2,1,"125,097",,,10003,,111 3 AVENUE
1004697505,YES, ,R0,2,1,"65,155",,,10003,,123 3 AVENUE
1004697506,YES, ,R0,2,3,"112,516",,,10003,,208 EAST 14 STREET
1004700050,NO, ,H3,4,1,"36,515",,,10013,,146 BOWERY
1004700061,YES, ,K2,4,1,"32,700",,,10013,,130 BOWERY
1004700064,NO, ,O5,4,1,"29,940",,,10013,,124 BOWERY
1004710025,NO, ,O5,4,1,"39,558",,,10013,,176 GRAND STREET
1004710055,YES, ,H3,4,1,"26,594",,,10013,,196 GRAND STREET
1004720004,NO, ,O6,4,1,"30,718",,,10013,,179 LAFAYETTE STREET
1004720011,YES, ,O6,4,1,"30,392",,,10013,,407 BROOME STREET
1004720012,NO, ,O6,4,1,"25,515",,,10013,,403 BROOME STREET
1004720019,YES, ,O6,4,1,"26,065",,,10013,,241 CENTRE STREET
1004720028,NO, ,O5,4,1,"35,287",,,10013,,154 GRAND STREET
1004727501,YES, ,R0,2,1,"138,120",,,10013,,240 CENTRE STREET
1004730001,YES, ,O5,4,1,"141,050",,,10013,,462 BROADWAY
1004730051,YES, ,D0,2,1,"71,413",,,10013,,134 GRAND STREET
1004737501,YES, ,R0,2,1,"70,632",,,10013,,476 BROADWAY
1004737502,YES, ,R0,2,1,"78,982",,,10013,,30 CROSBY STREET
1004737503,YES, ,R0,2,1,"34,580",,,10013,,425 BROOME STREET
1004737505,YES, ,R0,2,1,"44,234",,,10013,,419 BROOME STREET
1004740012,NO, ,K4,4,1,"32,604",,,10013,,453 BROOME STREET
1004740026,YES, ,O5,4,1,"45,777",,,10013,,90 GRAND STREET
1004740029,YES, ,D0,2,1,"70,759",,,10013,,487 BROADWAY
1004740030,NO, ,O5,4,1,"57,305",,,10013,,483 BROADWAY
1004740033,YES, ,K4,4,1,"63,150",,,10013,,479 BROADWAY
1004747503,YES, ,R0,2,1,"31,000",,,10013,,47 MERCER STREET
1004747504,NO, ,R0,2,1,"32,157",,,10013,,473 BROADWAY
1004747505,YES, ,R0,2,1,"32,613",,,10013,,475 BROADWAY
1004747506,YES, ,R0,2,1,"153,500",,,10013,,40 MERCER STREET
1004747508,YES, ,R0,2,1,"36,132",,,10013,,465 BROOME STREET
1004750015,YES, ,C7,2B,1,"25,211",,,10013,,489 BROOME STREET
1004750056,YES, ,D4,2C,1,"30,868",,,10013,,33 GREENE STREET
1004757503,YES, ,R0,2,1,"38,524",,,10013,,477 BROOME STREET
1004757505,YES, ,R0,2,2,"74,761",,,10013,Y ,42 WOOSTER STREET
1004757509,YES, ,R0,2,1,"30,000",,,10013,,43 WOOSTER STREET
1004757513,NO, ,R0,2,1,"28,654",,,10013,,47 GREENE STREET
1004760007,YES, ,O6,4,1,"303,214",,,10013,,100 AVENUE OF THE AMERICAS
1004760019,NO, ,C7,2,1,"28,042",,,10013,,116 AVENUE OF THE AMERICAS
1004760073,YES, ,G1,4,1,"39,000",,,10013,,356 WEST BROADWAY
1004767502,YES, ,R0,2,1,"43,721",,,10013,,350 WEST BROADWAY
1004770001,YES, ,D5,2,1,"125,235",,,10013,,80 VARICK STREET
1004770011,NO, ,O4,4,1,"402,111",,,10013,,101 AVENUE OF THE AMERICAS
1004770068,YES, ,H3,4,1,"54,375",,,10013,,52 WATTS STREET
1004777501,YES, ,R0,2,1,"80,862",,,10013,,121 6 AVENUE
1004777502,YES, ,R0,2,1,"322,154",,,10013,,565 BROOME STREET
1004787503,YES, ,R0,2,1,"26,788",,,10012,,152 ELIZABETH STREET
1004790029,YES, ,H3,4,1,"28,207",,,10012,,30 KENMARE STREET
1004790001,YES,,I5,4,1,"22,302",,,10012,,180 MOTT STREET
1004807502,YES, ,R0,2,1,"38,356",,,10013,,372 BROOME STREET
1004807503,YES, ,R0,2,1,"35,315",,,10012,,199 MOTT STREET
1004807504,NO, ,R0,2,1,"92,163",,,10012,,75 KENMARE STREET
1004810001,YES, ,H8,4,1,"173,838",,,10012,,400 BROOME STREET
1004810028,NO, ,C7,2,1,"27,289",,,10012,,195 MULBERRY STREET
1004817502,YES, ,R0,2,1,"80,052",,,10012,,225 LAFAYETTE STREET
1004817503,YES, ,R0,2,1,"30,488",,,10012,,201 MULBERRY STREET
1004820001,YES, ,D4,2,1,"31,365",,,10012,,41 CROSBY STREET
1004820003,YES, ,D4,2,1,"33,150",,,10012,,45 CROSBY STREET
1004820016,YES, ,O6,4,1,"109,377",,,10012,,72 SPRING STREET
1004820019,NO, ,D6,2,1,"25,604",,,10012,,68 SPRING STREET
1004827501,YES, ,R0,2,1,"74,539",,,10013,,406 BROOME STREET
1004827504,YES, ,R0,2,1,"107,896",,,10012,,200 LAFAYETTE STREET
1004830001,NO, ,O5,4,1,"28,829",,,10012,,490 BROADWAY
1004830007,YES, ,K3,4,1,"121,992",,,10012,,504 BROADWAY
1004830013,NO, ,D0,2,1,"76,550",,,10012,,514 BROADWAY
1004830015,YES, ,O6,4,1,"48,235",,,10012,,520 BROADWAY
1004830017,NO, ,O6,4,1,"143,637",,,10012,,524 BROADWAY
1004837502,YES, ,R0,2,1,"55,460",,,10012,,56 CROSBY STREET
1004837503,YES, ,R0,2,1,"51,061",,,10012,,42 CROSBY STREET
1004840001,NO, ,D0,2,1,"125,590",,,10012,,84 MERCER STREET
1004840003,YES, ,O6,4,1,"48,904",,,10012,,96 SPRING STREET
1004840009,YES, ,O6,4,1,"45,000",,,10012,,525 BROADWAY
1004840024,YES, ,O6,4,1,"77,066",,,10012,,495 BROADWAY
1004840026,YES, ,D0,2,1,"47,184",,,10012,,491 BROADWAY
