BBL,Required to report automated water data from DEP? Y/N,Esmnt,Building Class ,Tax Class,Building Count,DOF Gross Square Footage,,,Zip Code,"Multiple Buildings less than 100,000 with one of the buildings on the tax lot greater than 25,000 GSF",Address
2033830001,YES, ,D4,2,1,"93,645",,,10470,,4260 KATONAH AVENUE
2033850060,YES, ,D1,2,1,"76,650",,,10470,,4300 MARTHA AVENUE
2033860001,YES,,W1,4,2,"85,818",,,10470,,4310 KATONAH AVENUE
2033880001,YES, ,C7,2,1,"59,526",,,10470,,4350 KATONAH AVENUE
2033930044,NO, ,D1,2,1,"51,408",,,10470,,4385 VIREO AVENUE
2033940033,YES, ,W3,4,1,"38,268",,,10470,,433 EAST 240 STREET
2033950047,YES, ,D7,2,1,"113,670",,,10470,,530 EAST 234 STREET
2033960001,YES, ,C1,2,1,"43,850",,,10470,,501 EAST 234 STREET
2033960021,YES, ,D4,2,1,"62,015",,,10470,,4265 WEBSTER AVENUE
2033960030,YES, ,D1,2,1,"61,917",,,10470,,549 EAST 234 STREET
2033970023,YES, ,D7,2,1,"40,854",,,10470,,530 EAST 236 STREET
2033970029,YES, ,D3,2,1,"52,599",,,10470,,529 EAST 235 STREET
2033980044,YES, ,D4,2,1,"109,206",,,10470,,4380 VIREO AVENUE
2033980072,YES, ,D1,2,1,"72,150",,,10470,,4345 WEBSTER AVENUE
2033980087,YES, ,D4,2,1,"61,914",,,10470,,4315 WEBSTER AVENUE
2033980097,YES, ,D4,2,1,"57,840",,,10470,,4295 WEBSTER AVENUE
2033990070,YES, ,E1,4,1,"50,000",,,10466,,4341 BULLARD AVENUE
2034780018,NO,,W1,4,1,"65,970",,,10473,,456 WHITE PLAINS ROAD
2035130032,YES, ,G9,4,1,"40,248",,,10473,,450 ZEREGA AVENUE
2035150065,YES, ,N2,4,1,"69,947",,,10473,,1600 RANDALL AVENUE
2035150001,YES, ,D1,2,5,"395,500",,,10473,,1610 RANDALL AVENUE
2035150040,YES, ,D1,2,1,"75,070",,,10473,,391 BRONX RIVER  AVENUE
2035150060,YES, ,D1,2,1,"126,559",,,10473,,401 BRONX RIVER AVENUE
2035190001,YES, ,D1,2,1,"46,680",,,10473,,501 COMMONWEALTH AVENUE
2035190005,NO, ,D1,2,1,"46,680",,,10473,,502 ROSEDALE AVENUE
2035190012,YES, ,D1,2,1,"46,680",,,10473,,520 ROSEDALE AVENUE
2035190020,YES, ,D1,2,1,"46,680",,,10473,,540 ROSEDALE AVENUE
2035190030,YES, ,D1,2,1,"46,680",,,10473,,550 ROSEDALE AVENUE
2035190034,YES, ,D7,2,1,"49,458",,,10473,,549 COMMONWEALTH AVENUE
2035190042,YES, ,D1,2,1,"46,680",,,10473,,539 COMMONWEALTH AVENUE
2035190049,YES, ,D1,2,1,"46,680",,,10473,,521 COMMONWEALTH AVENUE
2035240020,NO,,W1,4,2,"45,750",,,10473,,560 SOUNDVIEW AVENUE
2035340001,NO, ,D1,2,4,"576,012",,,10473,,2175 LACOMBE AVENUE
2035370001,NO, ,D1,2,4,"576,011",,,10473,,2225 LACOMBE AVENUE
2035400040,YES, ,E9,4,1,"74,250",,,10473,,537 ZEREGA AVENUE
2035400101,YES, ,K4,4,1,"114,118",,,10473,,2300 RANDALL AVENUE
2035400001,YES,,Y1,4,1,"11,461",,,10473,,501 ZEREGA  AVENUE
2035510001,NO, ,D3,2,16,"537,899",,,10473,,1670 SEWARD AVENUE
2035580014,NO,,P8,4,1,"10,350",,,10473,,656 SOUNDVIEW AVENUE
2035600001,NO, ,M4,4,1,"43,931",,,10473,,1845 RANDALL AVENUE
2035627501,NO,,R0,2,1,"50,064",,,10473,,625 BOLTON AVENUE
2035630005,YES, ,D1,2,1,"58,234",,,10473,,669 WHITE PLAINS ROAD
2035640001,NO,,W1,4,1,"163,200",,,10473,,601 STICKBALL BOULEVARD
2035670001,NO, ,D4,2,5,"598,478",,,10473,,633 OLMSTEAD AVENUE
2035700001,YES, ,D1,2,4,"638,539",,,10473,,615 CASTLE HILL AVENUE
2035730025,YES, ,K6,4,1,"71,960",,,10473,,604 CASTLE HILL AVENUE
2035730001,NO, ,D3,2,2,"277,008",,,10473,,2245 RANDALL AVENUE
2035760001,YES, ,E1,4,1,"121,200",,,10473,,675 ZEREGA AVENUE
2035760050,YES, ,E9,4,1,"137,699",,,10473,,2345 RANDALL AVENUE
2035910001,NO, ,C9,2,16,"113,100",,,10473,,1660 LAFAYETTE AVENUE
2035910050,NO,,W1,4,1,"131,028",,,10473,,1351 SEWARD AVENUE
2035930001,NO, ,D1,2,4,"225,216",,,10473,,715 NOBLE AVENUE
2035940001,YES, ,D1,2,1,"54,098",,,10473,,710 NOBLE AVENUE
2035960035,YES, ,N9,4,1,"36,270",,,10473,,715 SOUNDVIEW AVENUE
2035970040,YES, ,D1,2,1,"29,988",,,10473,,1792 LAFAYETTE AVE
2036000025,NO, ,D7,2,11,"1,021,752",,,10473,,1850 LAFAYETTE AVENUE
2036040001,YES, ,I6,4,1,"78,347",,,10473,,700 WHITE PLAINS ROAD
2036040039,YES,,W1,4,1,"1,012,000",,,10462,,1960 PUGSLEY AVENUE
2036070002,YES, ,D3,2,1,"221,208",,,10473,,2025 SEWARD AVENUE
2036090016,YES,,W1,4,2,"182,070",,,10473,,2050 LAFAYETTE AVENUE
2036120013,YES, ,D1,2,1,"65,520",,,10473,,2155 VIRGIL PLACE
2036160001,YES, ,E1,4,1,"32,471",,,10473,,701 ZEREGA AVENUE
2036160017,YES, ,E1,4,1,"33,667",,,10473,,2305 SEWARD AVENUE
2036180001,NO, ,F9,4,1,"136,181",,,10473,,2350 LAFAYETTE AVENUE
2036220018,YES, ,J6,4,1,"167,315",,,10473,,1410 STORY AVENUE
2036220016,NO,,W9,4,1,"80,313",,,10473,,1444 STORY AVENUE
2036230001,YES, ,D3,2,2,"534,849",,,10473,,823 COLGATE AVENUE
2036230020,YES, ,D3,2,2,"534,849",,,10473,,825 BOYNTON AVENUE
2036237502,NO, ,R0,2,1,"338,550",,,10473,,1520 STORY AVENUE
2036237501,NO, ,R0,2,1,"350,345",,,10473,,1530 STORY AVENUE
2036270020,YES, ,D4,2,1,"256,750",,,10473,,875 MORRISON AVENUE
2036270030,NO, ,D4,2,1,"256,750",,,10473,,825 MORRISON AVENUE
2036270040,YES, ,D4,2,1,"256,750",,,10473,,820 BOYNTON AVENUE
2036270050,NO, ,D4,2,1,"256,750",,,10473,,880 BOYNTON AVENUE
2036330001,NO, ,C9,2,30,"233,050",,,10473,,857 LAFAYETTE AVENUE
2036360001,YES, ,C1,2,1,"31,300",,,10473,,1735 LAFAYETTE AVENUE
2036370001,NO, ,D3,2,10,"799,710",,,10472,,1770 STORY AVENUE
2036410001,NO,,W9,4,1,"77,621",,,10474,,880 LAFAYETTE AVENUE
2036420001,NO, ,D6,2,1,"175,851",,,10473,,880 THIERIOT AVENUE
2036420030,YES, ,D3,2,1,"176,054",,,10473,,820 THIERIOT AVENUE
2036440001,YES,,W9,4,3,"162,416",,,10473,,880 UNDERHILL AVENUE
2036450001,YES, ,K6,4,1,"126,696",,,10473,,1906 STORY AVENUE
2036460001,YES, ,G2,4,1,"34,888",,,10473,,935 BRONX RIVER AVENUE
2036460067,YES, ,E7,4,1,"90,660",,,10473,,955 BRONX RIVER AVENUE
2036490001,NO, ,D3,2,1,"153,400",,,10473,,955 EVERGREEN AVENUE
2036500001,YES, ,D3,2,1,"174,671",,,10473,,950 EVERGREEN AVENUE
2036520001,NO,,W1,4,2,"138,704",,,10473,,1535 STORY AVENUE
2036530050,NO, ,K6,4,3,"80,518",,,10473,Y ,1630 BRUCKNER BOULEVARD
2036590001,YES, ,D4,2,1,"212,300",,,10473,,920 METCALF AVENUE
2036600003,NO,,Y2,4,2,"29,179",,,10473,,900 FTELEY AVENUE
2036620008,YES, ,O2,4,1,"54,536",,,10473,,930 SOUNDVIEW AVENUE
2036630002,YES, ,D4,2,4,"361,452",,,10473,,1760 BRUCKNER BOULEVARD
2036630001,YES, ,D3,2,3,"329,340",,,10473,,1775 STORY AVENUE
2036680001,YES, ,D3,2,2,"490,000",,,10473,,920 THIERIOT AVENUE
2036700001,YES, ,D3,2,1,"216,650",,,10473,,950 UNDERHILL AVENUE
2036710013,NO, ,K1,4,1,"33,500",,,10473,,945 WHITE PLAINS ROAD
2036720001,NO, ,D3,2,1,"400,932",,,10473,,1965 LAFAYETTE AVENUE
2036730001,YES, ,K6,4,3,"330,240",,,10473,,1998 BRUCKNER BOULEVARD
2036730060,NO, ,K1,4,1,"44,000",,,10473,,1948 BRUCKNER BOULEVARD
2036730002,NO, ,K4,4,1,"41,840",,,10473,,861 PUGSLEY AVENUE
2036820001,YES, ,D3,2,2,"359,556",,,10473,,2010 BRUCKNER BOULEVARD
2036820038,NO, ,N2,4,1,"47,450",,,10473,,951 OLMSTEAD AVENUE
2036960050,YES, ,M1,4,1,"43,550",,,10473,,2347 LAFAYETTE AVENUE
2036990037,YES, ,E9,4,1,"33,578",,,10473,,901 ZEREGA AVENUE
2037000031,NO, ,E7,4,1,"57,279",,,10473,,945 ZEREGA AVENUE
2037020101,YES, ,F5,4,1,"33,800",,,10473,,890 ZEREGA AVENUE
2037020001,YES,,Y6,4,2,"154,532",,,10473,,850 ZEREGA AVENUE
2037060001,NO,,Y9,4,1,"10,891",,,10473,,930 ZEREGA AVENUE
2037087501,YES, ,R0,2,1,"207,015",,,10472,,1055 BRONX RIVER AVENUE
2037090005,YES, ,E7,4,1,"42,200",,,10472,,1425 BRUCKNER BOULEVARD
2037110040,NO, ,C1,2,1,"76,643",,,10472,,1466 WATSON AVENUE
2037110001,NO,,W1,4,1,"92,509",,,10472,,1007 EVERGREEN AVENUE
2037120037,NO, ,C1,2,1,"71,986",,,10472,,1484 WATSON AVENUE
2037130032,NO, ,C9,2,1,"66,000",,,10472,,1050 WHEELER AVENUE
2037130037,YES, ,D7,2,1,"67,500",,,10472,,1071 ELDER AVENUE
2037130043,YES, ,D1,2,1,"41,200",,,10472,,1051 ELDER AVENUE
2037140001,NO, ,D7,2,1,"66,600",,,10472,,1015 BOYNTON AVENUE
2037140030,YES, ,D7,2,1,"65,064",,,10472,,1070 ELDER AVENUE
2037140050,NO, ,D1,2,1,"61,500",,,10472,,1035 BOYNTON AVENUE
2037140054,YES, ,D1,2,1,"61,500",,,10472,,1025 BOYNTON AVENUE
2037140036,NO, ,D7,2,1,"84,000",,,10472,,1057 BOYNTON AVENUE
2037150011,NO, ,D1,2,1,"66,456",,,10472,,1020 BOYNTON AVENUE
2037150017,NO, ,D1,2,1,"66,456",,,10472,,1030 BOYNTON AVENUE
2037150030,YES, ,D7,2,1,"70,500",,,10472,,1056 BOYNTON AVENUE
2037160001,NO, ,D4,2,1,"124,778",,,10472,,1569 BRUCKNER BOULEVARD
2037160032,YES, ,C7,2,1,"52,815",,,10472,,1064 WARD AVENUE
2037160036,YES, ,D7,2,1,"48,000",,,10472,,1065 MANOR AVENUE
2037170001,YES, ,D4,2,1,"117,922",,,10472,,1591 BRUCKNER BOULEVARD
2037170018,YES, ,C6,2,1,"35,700",,,10472,,1036 MANOR AVENUE
2037170032,YES, ,D7,2,1,"40,986",,,10472,,1064 MANOR AVENUE
2037180001,NO,,W1,4,2,"190,920",,,10472,,1020 STRATFORD AVENUE
2037230048,YES, ,C7,2,1,"44,500",,,10472,,1090 CROES AVENUE
2037230001,YES, ,D3,2,11,"526,690",,,10472,,1715 BRUCKNER BOULEVARD
2037250001,YES, ,D3,2,5,"502,023",,,10472,,1755 BRUCKNER BOULEVARD
2037300001,NO, ,D3,2,7,"335,129",,,10472,,1810 WATSON AVENUE
2037300039,NO, ,I7,4,1,"136,032",,,10472,,1001 THIERIOT AVENUE
2037320020,YES, ,I6,4,1,"64,600",,,10472,,1010 UNDERHILL AVENUE
2037320039,YES,,I5,4,1,"19,016",,,10472,,1880 WATSON AVENUE
2037330005,YES,,W1,4,1,"54,164",,,10472,,1024 WHITE PLAINS ROAD
2037340015,YES, ,E1,4,1,"29,256",,,10472,,1135 BRONX RIVER AVENUE
2037350012,YES, ,F4,4,1,"66,800",,,10472,,1125 CLOSE AVENUE
2037360001,YES,,P5,4,1,"27,770",,,10472,,1115 COLGATE AVENUE
2037370049,NO, ,C1,2,1,"39,120",,,10472,,1175 EVERGREEN AVENUE
2037370054,NO, ,C7,2,1,"39,120",,,10472,,1165 EVERGREEN AVENUE
2037370058,NO, ,C1,2,1,"39,120",,,10472,,1155 EVERGREEN AVENUE
2037370062,NO, ,C1,2,1,"39,120",,,10472,,1145 EVERGREEN AVENUE
2037370066,YES, ,C1,2,1,"39,120",,,10472,,1135 EVERGREEN AVENUE
2037370070,NO, ,C1,2,1,"39,120",,,10472,,1125 EVERGREEN AVENUE
2037370001,NO, ,D3,2,1,"79,600",,,10472,,1471 WATSON AVENUE
2037380001,YES, ,D1,2,1,"50,700",,,10472,,1491 WATSON AVENUE
2037380010,NO, ,D1,2,1,"50,700",,,10472,,1126 EVERGREEN AVENUE
2037380027,YES, ,D1,2,1,"63,000",,,10472,,1160 EVERGREEN AVENUE
2037380033,YES, ,D1,2,1,"52,764",,,10472,,1184 EVERGREEN AVENUE
2037380046,YES, ,C1,2,1,"30,500",,,10472,,1175 WHEELER AVENUE
2037387501,NO, ,R0,2,1,"107,992",,,10472,,1144 EVERGREEN AVENUE
2037390001,YES, ,C7,2,1,"62,500",,,10472,,1105 ELDER AVENUE
2037390034,NO, ,H3,4,1,"27,975",,,10472,,1164 WHEELER AVENUE
2037390047,YES, ,C1,2,1,"36,500",,,10472,,1171 ELDER AVENUE
2037390051,YES, ,C1,2,1,"36,500",,,10472,,1161 ELDER AVENUE
2037390055,YES, ,C1,2,1,"36,500",,,10472,,1151 ELDER AVENUE
2037390059,YES, ,C1,2,1,"36,500",,,10472,,1141 ELDER AVENUE
2037390067,YES, ,C1,2,1,"36,500",,,10472,,1121 ELDER AVENUE
2037400001,YES, ,D7,2,1,"63,486",,,10472,,1105 BOYNTON AVENUE
2037400005,YES, ,D4,2,1,"62,916",,,10472,,1521 WATSON AVENUE
2037400055,YES, ,D1,2,1,"86,190",,,10472,,1135 BOYNTON AVENUE
2037410001,YES, ,C7,2,1,"43,200",,,10472,,1113 WARD AVENUE
2037410005,NO, ,D7,2,1,"67,800",,,10472,,1106 BOYNTON AVENUE
2037410022,YES, ,D1,2,1,"69,785",,,10472,,1148 BOYNTON AVENUE
2037410030,YES, ,D1,2,1,"63,720",,,10472,,1158 BOYNTON AVENUE
2037410041,YES, ,K2,4,1,"28,933",,,10472,,1548 WESTCHESTER AVENUE
2037420001,YES, ,D7,2,1,"54,000",,,10472,,1101 MANOR AVENUE
2037420005,YES, ,D7,2,1,"73,308",,,10472,,1114 WARD AVENUE
2037420026,YES, ,D1,2,1,"90,000",,,10472,,1154 WARD AVENUE
2037420070,YES, ,D1,2,1,"47,000",,,10472,,1117 MANOR AVENUE
2037430001,YES, ,D1,2,1,"46,800",,,10472,,1105 STRATFORD AVENUE
2037430005,YES, ,D7,2,1,"50,000",,,10472,,1104 MANOR AVENUE
2037430050,YES, ,C1,2,1,"63,250",,,10472,,1167 STRATFORD AVENUE
2037430057,YES, ,C1,2,1,"61,725",,,10472,,1161 STRATFORD AVENUE
2037430063,YES, ,C1,2,1,"62,000",,,10472,,1149 STRATFORD AVENUE
2037440014,YES, ,C1,2,1,"44,500",,,10472,,1171 MORRISON AVENUE
2037440019,YES, ,C1,2,1,"44,500",,,10472,,1155 MORRISON AVENUE
2037440024,YES, ,C1,2,1,"44,500",,,10472,,1145 MORRISON AVENUE
2037440029,YES, ,C1,2,1,"44,500",,,10472,,1133 MORRISON AVENUE
2037440034,YES, ,C1,2,1,"44,500",,,10472,,1121 MORRISON AVENUE
2037440039,YES, ,C7,2,1,"46,275",,,10472,,1105 MORRISON AVENUE
2037440049,YES, ,C1,2,1,"28,192",,,10472,,1114 STRATFORD AVENUE
2037440053,YES, ,C1,2,1,"27,600",,,10472,,1124 STRATFORD AVENUE
2037440057,YES, ,C1,2,1,"27,600",,,10472,,1134 STRATFORD AVENUE
2037440062,YES, ,C1,2,1,"28,192",,,10472,,1144 STRATFORD AVENUE
2037440070,YES, ,C1,2,1,"44,075",,,10472,,1154 STRATFORD AVENUE
2037440075,YES, ,C1,2,1,"67,700",,,10472,,1168 STRATFORD AVENUE
2037480015,YES,,P5,4,1,"23,180",,,10472,,1211 CROES AVENUE
2037490001,YES, ,D3,2,1,"198,104",,,10459,,1220 WESTCHESTER AVENUE
2037510001,YES, ,D7,2,1,"312,880",,,10472,,1755 WATSON AVENUE
2037520013,YES,,C5,2,1,"60,000",,,10472,,1150 COMMONWEALTH AVENUE
2037530030,YES, ,C1,2,1,"33,000",,,10472,,1150 ST LAWRENCE AVENUE
2037540027,NO, ,M1,4,1,"34,656",,,10472,,1160 BEACH AVENUE
2037660052,YES, ,C1,2,1,"26,400",,,10472,,1259 LELAND AVENUE
2037670025,YES, ,C1,2,1,"43,500",,,10472,,1230 LELAND AVENUE
2037670039,YES, ,C1,2,1,"43,200",,,10472,,1250 LELAND AVENUE
2037670066,YES, ,C1,2,1,"29,100",,,10472,,1259 WHITE PLAINS ROAD
2037670077,YES, ,D7,2,1,"98,000",,,10472,,1231 WHITE PLAINS ROAD
2037670082,YES, ,D7,2,1,"97,000",,,10472,,1221 WHITE PLAINS ROAD
2037680001,YES, ,C7,2,1,"28,450",,,10472,,1901 GLEASON AVENUE
2037730010,YES, ,C1,2,1,"43,630",,,10472,,1210 ELDER AVENUE
2037750025,NO,,W1,4,3,"175,730",,,10472,,1250 WARD AVENUE
2037760040,YES, ,C1,2,1,"37,100",,,10472,,1584 EAST 172 STREET
2037760044,YES, ,C1,2,1,"45,000",,,10472,,1590 EAST 172 STREET
2037760050,YES, ,D1,2,1,"66,000",,,10472,,1255 STRATFORD AVENUE
2037760056,YES, ,D1,2,1,"66,000",,,10472,,1245 STRATFORD AVENUE
2037760062,YES, ,C1,2,1,"31,400",,,10472,,1235 STRATFORD AVENUE
2037760066,NO, ,C1,2,1,"31,400",,,10472,,1225 STRATFORD AVENUE
2037770010,YES, ,D1,2,1,"52,536",,,10472,,1210 STRATFORD AVENUE
2037770015,YES, ,C1,2,1,"31,400",,,10472,,1234 STRATFORD AVENUE
2037770019,YES, ,C1,2,1,"31,400",,,10472,,1240 STRATFORD AVENUE
2037770035,YES, ,D1,2,1,"45,636",,,10472,,1268 STRATFORD AVENUE
2037770040,YES, ,D1,2,1,"45,636",,,10472,,1265 MORRISON AVENUE
2037770054,YES, ,C1,2,1,"34,800",,,10472,,1235 MORRISON AVENUE
2037780010,YES, ,D3,2,1,"147,727",,,10472,,1240 MORRISON AVENUE
2037780024,YES, ,C7,2,1,"26,900",,,10472,,1250 MORRISON AVENUE
2037807501,NO, ,R0,2,1,"268,278",,,10472,,1230 METCALF AVENUE
2037840021,YES, ,D7,2,1,"111,500",,,10472,,1742 EAST 172 STREET
2037850019,NO, ,D7,2,1,"67,752",,,10472,,1280 COMMONWEALTH AVENUE
2037850025,YES, ,C7,2,1,"48,000",,,10472,,1770 EAST 172 STREET
2037860001,YES, ,K2,4,1,"27,174",,,10472,,1779 WESTCHESTER AVENUE
2037860016,YES,,W1,4,1,"118,080",,,10472,,1794 EAST 172 STREET
2037880021,NO, ,D4,2,1,"151,155",,,10472,,1041 PUGSLEY AVENUE
2037890021,YES,,W1,4,2,"131,196",,,10459,,1075 BLACKROCK AVENUE
2037900040,YES,,W1,4,1,"118,450",,,10472,,1101 PUGSLEY AVENUE
2037920037,YES, ,C1,2,1,"43,500",,,10472,,1990 GLEASON AVENUE
2037920047,YES, ,C1,2,1,"26,655",,,10472,,1165 PUGSLEY AVENUE
2037940001,NO, ,D7,2,1,"91,656",,,10472,,1236 VIRGINIA AVENUE
2037940013,YES, ,D4,2,1,"144,460",,,10472,,1966 NEWBOLD AVENUE
2037940034,NO, ,D7,2,1,"66,342",,,10472,,1988 NEWBOLD AVENUE
2037970001,YES, ,D3,2,1,"112,507",,,10472,,2001 BRUCKNER BOULEVARD
2037990012,YES, ,D3,2,1,"74,880",,,10472,,2039 BLACKROCK AVENUE
2038010001,NO, ,D1,2,1,"74,890",,,10472,,2010 POWELL AVENUE
2038010036,YES, ,C7,2,1,"30,030",,,10472,,2070 POWELL AVENUE
2038010043,YES, ,C7,2,1,"25,250",,,10472,,2075 HAVILAND AVENUE
2038010046,YES, ,C1,2,1,"49,720",,,10472,,2065 HAVILAND AVENUE
2038030001,YES, ,C1,2,1,"70,433",,,10472,,2003 GLEASON AVENUE
2038030005,YES, ,C7,2,2,"90,730",,,10472,Y ,2002 ELLIS AVENUE
2038030019,YES, ,C7,2,1,"90,000",,,10472,,2028 CROSS BRONX EXPWY SR S
2038050001,YES, ,N9,4,1,"25,000",,,10462,,2008 WESTCHESTER AVENUE
2038050043,YES, ,D1,2,1,"92,666",,,10462,,1265 OLMSTEAD AVENUE
2038050078,YES, ,C1,2,1,"91,656",,,10462,,2001 NEWBOLD AVENUE
2038057501,YES, ,R0,2,1,"168,029",,,10462,,2026 WESTCHESTER AVENUE
2038057502,YES, ,R0,2,2,"210,395",,,10462,,2044 WESTCHESTER AVENUE
2038070048,NO, ,D7,2,1,"88,184",,,10472,,2165 CHATTERTON AVENUE
2038080038,YES, ,M1,4,3,"105,000",,,10472,,2169 BLACKROCK AVENUE
2038090013,YES, ,C1,2,1,"28,480",,,10472,,2114 HAVILAND AVENUE
2038100013,YES, ,D1,2,1,"34,815",,,10472,,2104 CROSS BRONX EXPWY SR S
2038120001,YES, ,C1,2,1,"26,235",,,10462,,2109 GLEASON AVENUE
2038120017,YES, ,C1,2,1,"49,550",,,10462,,2124 ELLIS AVENUE
2038120055,YES, ,C1,2,1,"44,550",,,10462,,2155 GLEASON AVENUE
2038140001,YES, ,D1,2,1,"126,054",,,10462,,1266 OLMSTEAD AVENUE
2038170001,NO,,W1,4,1,"36,352",,,10472,,1070 CASTLE HILL AVENUE
2038190050,YES, ,C7,2,1,"33,600",,,10462,,2267 HAVILAND AVENUE
2038200042,NO, ,C7,2,1,"33,440",,,10462,,2266 GLEASON AVENUE
2038230007,YES, ,K7,4,1,"29,819",,,10462,,2244 WESTCHESTER AVENUE
2038270130,YES, ,F5,4,1,"27,516",,,10462,,2388 BLACKROCK AVENUE
2038270142,YES, ,E7,4,1,"111,610",,,10462,,1037 ZEREGA AVENUE
2038270201,YES, ,I6,4,1,"136,164",,,10462,,1072 HAVEMEYER AVENUE
2038270215,YES, ,D7,2,1,"48,614",,,10462,,1118 HAVEMEYER AVENUE
2038270223,YES, ,I6,4,1,"38,608",,,10462,,1040 HAVEMEYER AVENUE
2038310040,NO,,G2,4,1,"21,020",,,10462,,1235 ZEREGA AVENUE
2038340035,YES, ,O2,4,1,"47,777",,,10462,,2354 WESTCHESTER AVENUE
2038340081,YES, ,O7,4,1,"82,340",,,10462,,2300 WESTCHESTER AVENUE
2038340070,YES,,W1,4,1,"140,947",,,10462,,2337 WATERBURY AVENUE
2038370001,YES, ,F5,4,4,"27,780",,,10462,Y ,1066 ZEREGA AVENUE
2038380260,NO, ,E9,4,1,"25,190",,,10461,,1396 COMMERCE AVENUE
2038410001,YES,,G1,4,1,"95,625",,,10462,,1200 ZEREGA AVENUE
2038420055,YES, ,F5,4,1,"70,000",,,10462,,1231 SEABURY AVENUE
2038420002,YES,,O1,4,1,"34,000",,,10462,,1230 ZEREGA AVENUE
2038430001,YES, ,E7,4,1,"100,524",,,10462,,1260 ZEREGA AVENUE
2038430045,NO, ,F4,4,1,"72,882",,,10462,,1261 SEABURY AVENUE
2038440001,YES, ,E7,4,1,"75,561",,,10462,,1320 ZEREGA AVENUE
2038440016,NO, ,O1,4,1,"35,000",,,10461,,2400 HALSEY STREET
2038480065,YES, ,F5,4,1,"25,000",,,10461,,2480 ROWE STREET
2038480081,YES, ,F9,4,1,"25,000",,,10461,,1310 HERSCHELL STREET
2038500011,NO, ,F4,4,1,"27,592",,,10462,,2500 NEWBOLD AVENUE
2038520001,YES, ,O2,4,1,"153,816",,,10461,,2500 HALSEY STREET
2038580001,YES, ,O2,4,1,"58,566",,,10461,,2510 WESTCHESTER AVENUE
2038630012,YES, ,C1,2,1,"25,350",,,10472,,1314 ELDER AVENUE
2038630033,NO, ,C7,2,1,"32,400",,,10472,,1374 BRONX RIVER AVENUE
2038640001,NO,,W1,4,1,"218,850",,,10472,,1300 BOYNTON AVENUE
2038640012,YES,,W1,4,2,"133,344",,,10472,,1551 EAST 172 STREET
2038660001,YES, ,C1,2,1,"37,740",,,10472,,1589 EAST 172 STREET
2038660005,YES, ,C1,2,1,"37,350",,,10472,,1585 EAST 172 STREET
2038660049,YES, ,D1,2,1,"69,900",,,10472,,1349 STRATFORD AVENUE
2038660031,NO, ,D3,2,1,"87,290",,,10472,,1500 EAST 174 STREET
2038670023,YES, ,D1,2,1,"95,370",,,10472,,1340 STRATFORD AVENUE
2038680033,YES, ,D1,2,1,"37,600",,,10472,,1630 EAST 174 STREET
2038700028,YES, ,D1,2,1,"61,952",,,10472,,1670 EAST 174 STREET
2038710007,YES, ,D6,2,1,"69,600",,,10472,,1300 FTELEY AVENUE
2038710030,NO, ,D1,2,1,"85,068",,,10472,,1690 EAST 174 STREET
2038740001,YES, ,C7,2,1,"54,000",,,10472,,1302 ROSEDALE AVENUE
2038750017,YES, ,D1,2,1,"35,624",,,10472,,1326 COMMONWEALTH AVENUE
2038860002,NO, ,D3,2,10,"1,214,370",,,10472,,1609 EAST 174 STREET
2038920001,NO, ,D1,2,1,"78,871",,,10472,,1691 EAST 174 STREET
2038940001,YES, ,C7,2,1,"48,288",,,10472,,1403 ROSEDALE AVENUE
2038940005,YES, ,D6,2,1,"52,476",,,10472,,1400 NOBLE AVENUE
2038940011,YES, ,D1,2,1,"74,100",,,10472,,1420 NOBLE AVENUE
2038950001,NO, ,D1,2,1,"265,625",,,10460,,1500 NOBLE AVENUE
2038990010,YES, ,C1,2,1,"28,950",,,10460,,1426 BEACH AVENUE
2038990055,YES, ,C1,2,1,"38,500",,,10460,,1427 TAYLOR AVENUE
2039000039,YES, ,D4,2,2,"216,000",,,10460,,1475 THIERIOT AVENUE
2039010031,NO, ,D4,2,2,"217,801",,,10460,,1430 THIERIOT AVENUE
2039060001,YES, ,D6,2,1,"82,800",,,10460,,1110 WYATT STREET
2039060010,YES, ,D1,2,1,"105,360",,,10460,,1120 WYATT STREET
2039060061,YES, ,E7,4,1,"59,079",,,10460,,1112 EAST TREMONT AVENUE
2039060091,YES, ,D1,2,1,"42,650",,,10460,,1125 WYATT STREET
2039090081,YES, ,D1,2,1,"62,400",,,10460,,1230 EAST TREMONT AVENUE
2039097501,YES, ,R0,2,1,"59,368",,,10460,,1172 EAST TREMONT AVENUE
2039100115,YES, ,E1,4,1,"37,600",,,10460,,1571 BRONX RIVER AVENUE
2039150023,YES, ,W2,4,1,"36,000",,,10460,,1491 ST LAWRENCE AVENUE
2039170010,YES, ,C1,2,1,"25,350",,,10460,,1520 ROSEDALE AVENUE
2039200001,YES, ,C1,2,1,"26,577",,,10460,,1534 BEACH STREET
2039200005,YES, ,C1,2,1,"27,897",,,10460,,1535 TAYLOR AVENUE
2039200024,YES, ,C7,2,1,"34,945",,,10460,,1807 ARCHER STREET
2039200029,YES, ,C7,2,1,"34,356",,,10460,,1801 ARCHER STREET
2039210030,YES,,W1,4,1,"116,236",,,10460,,1827 ARCHER STREET
2039220032,YES, ,C7,2,1,"70,000",,,10460,,1505 LELAND AVENUE
2039220039,YES, ,D1,2,1,"65,400",,,10460,,1500 THIERIOT AVENUE
2039220043,YES, ,D1,2,1,"63,000",,,10460,,1520 THIERIOT AVENUE
