BBL ,Boro,Block,Lot,Last Block Digit,E,BC,TC,Building Count,DOF Gross Square Footage ,Street Number ,Street Name ,Borough ,Zip Code,NYCHA ,"Multiple Buildings less than 100,000 with one of the buildings on the tax lot greater than 25,000 GSF",Full Address
1008237503,1,823,7503,3, ,R0,2,1,"67,560",31,W. 21ST ST.,Manhattan ,10010,,,31 W. 21ST ST.
1008237506,1,823,7506,3, ,R0,2,1,"121,998",162,5TH AVE.,Manhattan ,10010,,,162 5TH AVE.
1008237507,1,823,7507,3, ,R0,2,1,"352,361",7,W. 21ST ST.,Manhattan ,10010,,,7 W. 21ST ST.
1008240011,1,824,11,4, ,D6,2,1,"527,452",56,WEST 23 STREET,Manhattan ,10010,,,56 WEST 23 STREET
1008240015,1,824,15,4, ,O6,4,2,"284,930",37,WEST 22 STREET,Manhattan ,10010,,,37 WEST 22 STREET
1008240028,1,824,28,4, ,O3,4,2,"439,330",40,W. 23RD ST.,Manhattan ,10010,,,40 W. 23RD ST.
1008240032,1,824,32,4, ,O6,4,1,"81,527",3,W. 22ND ST.,Manhattan ,10010,,,3 W. 22ND ST.
1008250001,1,825,1,5, ,P2,4,1,"219,718",716,AVENUE OF THE AMER,Manhattan ,10010,,,716 AVENUE OF THE AMER
1008250012,1,825,12,5, ,O6,4,3,"337,000",49,W. 23RD ST.,Manhattan ,10010,,,49 W. 23RD ST.
1008250017,1,825,17,5, ,O6,4,1,"92,285",43,W. 23RD ST.,Manhattan ,10010,,,43 W. 23RD ST.
1008250024,1,825,24,5, ,W9,4,1,"101,600",27,W. 23RD ST.,Manhattan ,10010,,,27 W. 23RD ST.
1008250031,1,825,31,5, ,O6,4,1,"704,950",1097,BROADWAY,Manhattan ,10010,,,1097 BROADWAY
1008250071,1,825,71,5, ,D0,2,1,"69,823",36,WEST 24 STREET,Manhattan ,10010,,,36 WEST 24 STREET
1008257502,1,825,7502,5,,R0,2,1,"120,047",39,W. 23RD ST.,Manhattan ,10010,,,39 W. 23RD ST.
1008260001,1,826,1,6, ,D6,2,1,"296,400",736,AVENUE OF THE AMER,Manhattan ,10010,,,736 AVENUE OF THE AMER
1008260013,1,826,13,6, ,O6,4,1,"63,214",43,W. 24TH ST.,Manhattan ,10010,,,43 W. 24TH ST.
1008260019,1,826,19,6, ,O6,4,1,"94,075",27,W. 24TH ST.,Manhattan ,10010,,,27 W. 24TH ST.
1008260026,1,826,26,6, ,O6,4,1,"51,659",19,W. 24TH ST.,Manhattan ,10010,,,19 W. 24TH ST.
1008260057,1,826,57,6, ,O6,4,2,"133,561",24,W. 25TH ST.,Manhattan ,10010,,,24 W. 25TH ST.
1008260063,1,826,63,6, ,O6,4,1,"65,372",36,W. 25TH ST.,Manhattan ,10010,,,36 W. 25TH ST.
1008260065,1,826,65,6, ,O6,4,1,"128,965",40,W. 25TH ST.,Manhattan ,10010,,,40 W. 25TH ST.
1008260069,1,826,69,6, ,O6,4,1,"97,554",48,W. 25TH ST.,Manhattan ,10010,,,48 W. 25TH ST.
1008260046,1,826,46,6, ,O6,4,1,"259,749",1115,BROADWAY,Manhattan ,10010,,,1115 BROADWAY
1008267501,1,826,7501,6, ,R0,2,1,"345,972",1107,BROADWAY,Manhattan ,10010,,,1107 BROADWAY
1008270001,1,827,1,7, ,D7,2,1,"428,340",55,W. 25TH ST.,Manhattan ,10010,,,55 W. 25TH ST.
1008270008,1,827,8,7, ,O6,4,1,"91,075",45,W. 25TH ST.,Manhattan ,10010,,,45 W. 25TH ST.
1008270028,1,827,28,7, ,O6,4,1,"105,667",1121,BROADWAY,Manhattan ,10010,,,1121 BROADWAY
1008270049,1,827,49,7, ,O6,4,2,"183,168",1129,BROADWAY,Manhattan ,10010,,,1129 BROADWAY
1008270064,1,827,64,7, ,O6,4,1,"88,000",30,W. 26TH ST.,Manhattan ,10010,,,30 W. 26TH ST.
1008270068,1,827,68,7, ,D0,2,1,"65,150",38,W. 26TH ST.,Manhattan ,10010,,,38 W. 26TH ST.
1008277501,1,827,7501,7, ,R0,2,1,"195,338",212,5TH AVE.,Manhattan ,10010,,,212 5TH AVE.
1008280001,1,828,1,8, ,D8,2,1,"454,538",776,AVENUE OF THE AMER,Manhattan ,10001,,,776 AVENUE OF THE AMER
1008280009,1,828,9,8, ,O6,4,1,"112,259",37,W. 26TH ST.,Manhattan ,10010,,,37 W. 26TH ST.
1008280033,1,828,33,8, ,O6,4,1,"128,010",1140,BROADWAY,Manhattan ,10001,,,1140 BROADWAY
1008280041,1,828,41,8, ,O4,4,1,"404,245",228,5 AVENUE,Manhattan ,10001,,,228 5 AVENUE
1008280053,1,828,53,8, ,H3,4,1,"52,916",1155,BROADWAY,Manhattan ,10001,,,1155 BROADWAY
1008280056,1,828,56,8, ,O6,4,1,"91,000",12,W. 27TH ST.,Manhattan ,10001,,,12 W. 27TH ST.
1008280061,1,828,61,8, ,O6,4,1,"53,100",22,W. 27TH ST.,Manhattan ,10001,,,22 W. 27TH ST.
1008280064,1,828,64,8, ,O6,4,1,"63,791",28,W. 27TH ST.,Manhattan ,10001,,,28 W. 27TH ST.
1008280067,1,828,67,8, ,O6,4,1,"66,627",34,W. 27TH ST.,Manhattan ,10001,,,34 W. 27TH ST.
1008280035,1,828,35,8, ,O3,4,1,"150,888",218,5 AVENUE,Manhattan ,10001,,,218 5 AVENUE
1008290001,1,829,1,9, ,D7,2,1,"293,978",796,AVENUE OF THE AMER,Manhattan ,10001,,,796 AVENUE OF THE AMER
1008290007,1,829,7,9, ,O6,4,1,"83,050",49,W. 27TH ST.,Manhattan ,10001,,,49 W. 27TH ST.
1008290011,1,829,11,9, ,O6,4,1,"54,238",45,W. 27TH ST.,Manhattan ,10001,,,45 W. 27TH ST.
1008290016,1,829,16,9, ,O6,4,1,"106,800",31,W. 27TH ST.,Manhattan ,10001,,,31 W. 27TH ST.
1008290032,1,829,32,9, ,O6,4,1,"50,234",13,W. 27TH ST.,Manhattan ,10001,,,13 W. 27TH ST.
1008290036,1,829,36,9, ,O6,4,1,"65,247",236,5TH AVE.,Manhattan ,10001,,,236 5TH AVE.
1008290050,1,829,50,9, ,HB,4,3,"112,608",1164,BROADWAY,Manhattan ,10001,,,1164 BROADWAY
1008290068,1,829,68,9, ,O6,4,1,"141,830",44,W. 28TH ST.,Manhattan ,10001,,,44 W. 28TH ST.
1008300016,1,830,16,0, ,O6,4,1,"52,800",37,W. 28TH ST.,Manhattan ,10001,,,37 W. 28TH ST.
1008300046,1,830,46,0, ,D0,2,1,"69,649",2,W. 29TH ST.,Manhattan ,10001,,,2 W. 29TH ST.
1008300054,1,830,54,0, ,H3,4,1,"185,000",1186,BROADWAY,Manhattan ,10001,,,1186 BROADWAY
1008300062,1,830,62,0, ,O6,4,1,"107,030",1195,BROADWAY,Manhattan ,10001,,,1195 BROADWAY
1008300067,1,830,67,0, ,H3,4,1,"50,150",32,W. 29TH ST.,Manhattan ,10001,,,32 W. 29TH ST.
1008300074,1,830,74,0, ,D0,2,1,"61,418",46,W. 29TH ST.,Manhattan ,10001,,,46 W. 29TH ST.
1008300042,1,830,42,0, ,O6,4,1,"59,870",258,5 AVENUE,Manhattan ,10001,,,258 5 AVENUE
1008307501,1,830,7501,0, ,R0,2,1,"82,014",1182,BROADWAY,Manhattan ,10001,,,1182 BROADWAY
1008307502,1,830,7502,0, ,R0,2,1,"131,389",250,FIFTH AVENUE,Manhattan ,10001,,,250 FIFTH AVENUE
1008307503,1,830,7503,0,,R0,2,1,"324,681",35,WEST 28TH STREET,Manhattan ,10001,,,35 WEST 28TH STREET
1008310004,1,831,4,1, ,H2,4,1,"101,189",842,AVENUE OF THE AMER,Manhattan ,10001,,,842 AVENUE OF THE AMER
1008310010,1,831,10,1, ,O6,4,1,"56,931",39,W. 29TH ST.,Manhattan ,10001,,,39 W. 29TH ST.
1008310020,1,831,20,1, ,D0,2,1,"101,808",1200,BROADWAY,Manhattan ,10001,,,1200 BROADWAY
1008310042,1,831,42,1, ,O6,4,1,"133,300",276,5TH AVE.,Manhattan ,10001,,,276 5TH AVE.
1008310068,1,831,68,1, ,H2,4,1,"412,612",1227,BROADWAY,Manhattan ,10001,,,1227 BROADWAY
1008317502,1,831,7502,1, ,R0,2,1,"104,388",846,AVENUE OF THE AMER,Manhattan ,10001,,,846 AVENUE OF THE AMER
1008320001,1,832,1,2, ,O6,4,5,"187,973",856,AVENUE OF THE AMER,Manhattan ,10001,,,856 AVENUE OF THE AMER
1008320017,1,832,17,2, ,O4,4,1,"178,884",1241,BROADWAY,Manhattan ,10001,,,1241 BROADWAY
1008320022,1,832,22,2, ,O6,4,1,"75,547",1218,BROADWAY,Manhattan ,10001,,,1218 BROADWAY
1008320024,1,832,24,2, ,O6,4,1,"68,764",29,W. 30TH ST.,Manhattan ,10001,,,29 W. 30TH ST.
1008320032,1,832,32,2, ,D0,2,1,"62,091",11,W. 30TH ST.,Manhattan ,10001,,,11 W. 30TH ST.
1008320034,1,832,34,2, ,O6,4,1,"51,553",7,W. 30TH ST.,Manhattan ,10001,,,7 W. 30TH ST.
1008320044,1,832,44,2, ,H9,4,1,"78,211",292,5TH AVE.,Manhattan ,10001,,,292 5TH AVE.
1008320049,1,832,49,2, ,H3,4,1,"90,633",4,W. 31ST ST.,Manhattan ,10001,,,4 W. 31ST ST.
1008320062,1,832,62,2, ,H2,4,1,"60,270",30,W. 31ST ST.,Manhattan ,10001,,,30 W. 31ST ST.
1008320066,1,832,66,2, ,HR,4,1,"133,394",1226,BROADWAY,Manhattan ,10001,,,1226 BROADWAY
1008330006,1,833,6,3, ,O6,4,1,"120,882",1255,BROADWAY,Manhattan ,10001,,,1255 BROADWAY
1008330011,1,833,11,3, ,O4,4,1,"671,734",1240,BROADWAY,Manhattan ,10001,,,1240 BROADWAY
1008330018,1,833,18,3, ,O6,4,1,"132,844",39,W. 31ST ST.,Manhattan ,10001,,,39 W. 31ST ST.
1008330038,1,833,38,3, ,O6,4,1,"75,700",302,5TH AVE.,Manhattan ,10001,,,302 5TH AVE.
1008330049,1,833,49,3, ,H3,4,1,"80,185",6,W. 32ND ST.,Manhattan ,10001,,,6 W. 32ND ST.
1008330054,1,833,54,3, ,O6,4,1,"63,479",16,W. 32ND ST.,Manhattan ,10001,,,16 W. 32ND ST.
1008330057,1,833,57,3, ,O6,4,1,"113,000",22,W. 32ND ST.,Manhattan ,10001,,,22 W. 32ND ST.
1008330063,1,833,63,3, ,O6,4,1,"54,118",34,W. 32ND ST.,Manhattan ,10001,,,34 W. 32ND ST.
1008330075,1,833,75,3, ,D6,2,1,"62,612",1265,BROADWAY,Manhattan ,10001,,,1265 BROADWAY
1008330024,1,833,24,3, ,O6,4,1,"60,133",25,W. 31ST ST.,Manhattan ,10001,,,25 W. 31ST ST.
1008337502,1,833,7502,3, ,R0,2,1,"221,805",9,W. 31ST ST.,Manhattan ,10001,,,9 W. 31ST ST.
1008340011,1,834,11,4, ,H2,4,1,"278,905",1260,BROADWAY,Manhattan ,10001,,,1260 BROADWAY
1008340016,1,834,16,4, ,H3,4,1,"62,992",43,W. 32ND ST.,Manhattan ,10001,,,43 W. 32ND ST.
1008340019,1,834,19,4, ,O6,4,1,"61,745",39,W. 32ND ST.,Manhattan ,10001,,,39 W. 32ND ST.
1008340029,1,834,29,4, ,H3,4,1,"64,577",17,W. 32ND ST.,Manhattan ,10001,,,17 W. 32ND ST.
1008340039,1,834,39,4, ,O6,4,1,"99,922",320,5TH AVE.,Manhattan ,10001,,,320 5TH AVE.
1008340048,1,834,48,4, ,O6,4,1,"179,472",330,5TH AVE.,Manhattan ,10001,,,330 5TH AVE.
1008340049,1,834,49,4, ,O6,4,1,"319,200",4,W. 33RD ST.,Manhattan ,10001,,,4 W. 33RD ST.
1008340069,1,834,69,4, ,D6,2,1,"194,422",42,W. 33RD ST.,Manhattan ,10001,,,42 W. 33RD ST.
1008340080,1,834,80,4, ,O6,4,1,"117,650",1270,BROADWAY,Manhattan ,10001,,,1270 BROADWAY
1008340022,1,834,22,4, ,O6,4,1,"206,388",29,W. 32ND ST.,Manhattan ,10001,,,29 W. 32ND ST.
1008347501,1,834,7501,4, ,R0,2,2,"178,051",20,W. 33RD ST.,Manhattan ,10001,,,20 W. 33RD ST.
1008350015,1,835,15,5, ,D8,2,1,"160,126",35,W. 33RD ST.,Manhattan ,10001,,,35 W. 33RD ST.
1008350041,1,835,41,5, ,O4,4,1,"2,812,739",338,5 AVENUE,Manhattan ,10118,,,338 5 AVENUE
1008357501,1,835,7501,5, ,R0,2,1,"871,693",50,WEST 34TH STREET,Manhattan ,10001,,,50 WEST 34TH STREET
1008360007,1,836,7,6, ,O6,4,1,"89,582",43,WEST 34 STREET,Manhattan ,10001,,,43 WEST 34 STREET
1008360010,1,836,10,6, ,O6,4,1,"275,609",31,W. 34TH ST.,Manhattan ,10001,,,31 W. 34TH ST.
1008360020,1,836,20,6, ,O6,4,1,"193,957",17,W. 34TH ST.,Manhattan ,10001,,,17 W. 34TH ST.
1008360026,1,836,26,6, ,O6,4,1,"431,082",7,W. 34TH ST.,Manhattan ,10001,,,7 W. 34TH ST.
1008360033,1,836,33,6, ,O6,4,1,"55,550",1,W. 34TH ST.,Manhattan ,10001,,,1 W. 34TH ST.
1008360035,1,836,35,6, ,O6,4,1,"135,570",358,5TH AVE.,Manhattan ,10001,,,358 5TH AVE.
1008360043,1,836,43,6, ,O6,4,1,"147,595",366,5TH AVE.,Manhattan ,10001,,,366 5TH AVE.
1008360065,1,836,65,6, ,H3,4,1,"55,498",40,WEST 35 STREET,Manhattan ,10001,,,40 WEST 35 STREET
1008367501,1,836,7501,6, ,R0,2,1,"59,833",15,W. 34TH ST.,Manhattan ,10001,,,15 W. 34TH ST.
1008367502,1,836,7502,6, ,R0,2,1,"329,989",1328,BROADWAY,Manhattan ,10001,,,1328 BROADWAY
1008370001,1,837,1,7, ,H3,4,1,"100,738",960,AVENUE OF THE AMER,Manhattan ,10001,,,960 AVENUE OF THE AMER
1008370006,1,837,6,7, ,H2,4,1,"122,859",63,W. 35TH ST.,Manhattan ,10001,,,63 W. 35TH ST.
1008370009,1,837,9,7, ,H3,4,1,"55,000",57,W. 35TH ST.,Manhattan ,10001,,,57 W. 35TH ST.
1008370015,1,837,15,7, ,H2,4,1,"81,706",43,WEST 35 STREET,Manhattan ,10001,,,43 WEST 35 STREET
1008370020,1,837,20,7, ,O6,4,1,"67,755",35,W. 35TH ST.,Manhattan ,10001,,,35 W. 35TH ST.
1008370023,1,837,23,7, ,O6,4,1,"71,180",29,W. 35TH ST.,Manhattan ,10001,,,29 W. 35TH ST.
1008370030,1,837,30,7, ,G1,4,1,"69,500",9,W. 35TH ST.,Manhattan ,10001,,,9 W. 35TH ST.
1008370036,1,837,36,7, ,O6,4,1,"87,301",3,W. 35TH ST.,Manhattan ,10001,,,3 W. 35TH ST.
1008370040,1,837,40,7, ,D0,2,1,"127,666",372,5TH AVE.,Manhattan ,10018,,,372 5TH AVE.
1008370048,1,837,48,7, ,O6,4,1,"133,544",386,5 AVENUE,Manhattan ,10018,,,386 5 AVENUE
1008370056,1,837,56,7, ,O6,4,1,"59,367",16,W. 36TH ST.,Manhattan ,10018,,,16 W. 36TH ST.
1008370058,1,837,58,7, ,O6,4,1,"71,534",20,W. 36TH ST.,Manhattan ,10018,,,20 W. 36TH ST.
1008370062,1,837,62,7, ,O6,4,1,"58,186",28,W. 36TH ST.,Manhattan ,10018,,,28 W. 36TH ST.
1008370067,1,837,67,7, ,H1,4,1,"91,099",38,W. 36TH ST.,Manhattan ,10018,,,38 W. 36TH ST.
1008370074,1,837,74,7, ,H3,4,1,"79,000",52,W. 36TH ST.,Manhattan ,10018,,,52 W. 36TH ST.
1008370078,1,837,78,7, ,H3,4,1,"51,157",60,W. 36TH ST.,Manhattan ,10018,,,60 W. 36TH ST.
1008377501,1,837,7501,7, ,R0,2,1,"137,700",70,W. 36TH ST.,Manhattan ,10018,,,70 W. 36TH ST.
1008380001,1,838,1,8, ,D6,2,1,"386,382",980,AVE. OF THE AMER,Manhattan ,10018,,,980 AVE. OF THE AMER
1008380008,1,838,8,8, ,O6,4,1,"53,463",63,WEST 36 STREET,Manhattan ,10018,,,63 WEST 36 STREET
1008380012,1,838,12,8, ,O6,4,1,"66,903",53,W. 36TH ST.,Manhattan ,10018,,,53 W. 36TH ST.
1008380015,1,838,15,8, ,O6,4,1,"108,875",43,WEST 36 STREET,Manhattan ,10018,,,43 WEST 36 STREET
1008380024,1,838,24,8, ,O6,4,1,"91,221",29,W. 36TH ST.,Manhattan ,10018,,,29 W. 36TH ST.
1008380030,1,838,30,8, ,O6,4,1,"52,631",19,W. 36TH ST.,Manhattan ,10018,,,19 W. 36TH ST.
1008380032,1,838,32,8, ,O6,4,1,"80,500",15,W. 36TH ST.,Manhattan ,10018,,,15 W. 36TH ST.
1008380036,1,838,36,8, ,O6,4,1,"62,135",7,W. 36TH ST.,Manhattan ,10018,,,7 W. 36TH ST.
1008380048,1,838,48,8, ,O6,4,1,"83,278",402,5TH AVE.,Manhattan ,10018,,,402 5TH AVE.
1008380054,1,838,54,8, ,H2,4,1,"56,572",4,W. 37TH ST.,Manhattan ,10018,,,4 W. 37TH ST.
1008380058,1,838,58,8, ,O6,4,1,"52,200",12,W. 37TH ST.,Manhattan ,10018,,,12 W. 37TH ST.
1008380062,1,838,62,8, ,O6,4,1,"69,701",20,W. 37TH ST.,Manhattan ,10018,,,20 W. 37TH ST.
1008380072,1,838,72,8, ,O6,4,1,"54,725",40,W. 37TH ST.,Manhattan ,10018,,,40 W. 37TH ST.
1008380076,1,838,76,8, ,O6,4,1,"130,625",48,W. 37TH ST.,Manhattan ,10018,,,48 W. 37TH ST.
1008387501,1,838,7501,8, ,R0,2,1,"568,820",400,5TH AVE.,Manhattan ,10018,,,400 5TH AVE.
1008387502,1,838,7502,8, ,R0,2,1,"174,876",60,W. 37TH ST.,Manhattan ,10018,,,60 W. 37TH ST.
1008390009,1,839,9,9, ,O6,4,1,"140,898",49,W. 37TH ST.,Manhattan ,10018,,,49 W. 37TH ST.
1008390016,1,839,16,9, ,O6,4,1,"98,270",39,W. 37TH ST.,Manhattan ,10018,,,39 W. 37TH ST.
1008390019,1,839,19,9, ,O6,4,1,"57,698",35,WEST 37 STREET,Manhattan ,10018,,,35 WEST 37 STREET
1008390024,1,839,24,9, ,H3,4,1,"83,050",29,WEST 37 STREET,Manhattan ,10018,,,29 WEST 37 STREET
1008390029,1,839,29,9, ,O6,4,1,"129,465",13,WEST 37 STREET,Manhattan ,10018,,,13 WEST 37 STREET
1008390034,1,839,34,9, ,O6,4,1,"82,878",5,W. 37TH ST.,Manhattan ,10018,,,5 W. 37TH ST.
1008390055,1,839,55,9, ,O6,4,2,"112,120",8,W. 38TH ST.,Manhattan ,10018,,,8 W. 38TH ST.
1008390060,1,839,60,9, ,O6,4,1,"60,000",22,W. 38TH ST.,Manhattan ,10018,,,22 W. 38TH ST.
1008390063,1,839,63,9, ,D0,2,1,"55,870",28,W. 38TH ST.,Manhattan ,10018,,,28 W. 38TH ST.
1008390070,1,839,70,9, ,O6,4,1,"66,577",42,W. 38TH ST.,Manhattan ,10018,,,42 W. 38TH ST.
1008390073,1,839,73,9, ,O6,4,1,"120,000",48,W. 38TH ST.,Manhattan ,10018,,,48 W. 38TH ST.
1008390037,1,839,37,9, ,O6,4,1,"63,433",1,W. 37TH ST.,Manhattan ,10018,,,1 W. 37TH ST.
1008397501,1,839,7501,9, ,R0,2,1,"614,127",420,5 AVENUE,Manhattan ,10018,,,420 5 AVENUE
1008397502,1,839,7502,9, ,R0,2,1,"399,477",66,W. 38TH ST.,Manhattan ,10018,,,66 W. 38TH ST.
1008397503,1,839,7503,9, ,R0,2,1,"57,402",33,WEST 37TH STREET,Manhattan ,10018,,,33 WEST 37TH STREET
1008400006,1,840,6,0, ,HB,4,1,"121,060",63,W. 38TH ST.,Manhattan ,10018,,,63 W. 38TH ST.
1008400013,1,840,13,0, ,O6,4,1,"63,412",49,W. 38TH ST.,Manhattan ,10018,,,49 W. 38TH ST.
1008400016,1,840,16,0, ,HB,4,1,"76,000",45,W. 38TH ST.,Manhattan ,10018,,,45 W. 38TH ST.
1008400023,1,840,23,0, ,O6,4,1,"92,739",29,W. 38TH ST.,Manhattan ,10018,,,29 W. 38TH ST.
1008400028,1,840,28,0, ,O6,4,1,"65,240",21,W. 38TH ST.,Manhattan ,10018,,,21 W. 38TH ST.
1008400030,1,840,30,0, ,H2,4,1,"133,564",19,WEST 38 STREET,Manhattan ,10018,,,19 WEST 38 STREET
1008400031,1,840,31,0, ,O3,4,1,"60,449",15,W. 38TH ST.,Manhattan ,10018,,,15 W. 38TH ST.
1008400042,1,840,42,0, ,O6,4,1,"693,169",424,5TH AVE.,Manhattan ,10018,,,424 5TH AVE.
1008400058,1,840,58,0, ,O6,4,1,"51,273",16,WEST 39 STREET,Manhattan ,10018,,,16 WEST 39 STREET
1008400066,1,840,66,0, ,O6,4,1,"60,931",32,W. 39TH ST.,Manhattan ,10018,,,32 W. 39TH ST.
1008400071,1,840,71,0, ,O6,4,1,"157,748",42,W. 39TH ST.,Manhattan ,10018,,,42 W. 39TH ST.
1008400081,1,840,81,0, ,H2,4,1,"88,551",58,W. 39TH ST.,Manhattan ,10018,,,58 W. 39TH ST.
1008407501,1,840,7501,0, ,R0,2,1,"66,282",57,W. 38TH ST.,Manhattan ,10018,,,57 W. 38TH ST.
1008407502,1,840,7502,0, ,R0,2,1,"74,467",27,W. 38TH ST.,Manhattan ,10018,,,27 W. 38TH ST.
1008410001,1,841,1,1, ,O4,4,1,"216,932",1040,AVE. OF THE AMER,Manhattan ,10018,,,1040 AVE. OF THE AMER
1008410008,1,841,8,1, ,O6,4,1,"114,421",51,WEST 39 STREET,Manhattan ,10018,,,51 WEST 39 STREET
1008410018,1,841,18,1, ,O6,4,1,"51,000",35,W. 39TH ST.,Manhattan ,10018,,,35 W. 39TH ST.
1008410020,1,841,20,1, ,O6,4,1,"208,528",25,W. 39TH ST.,Manhattan ,10018,,,25 W. 39TH ST.
1008410027,1,841,27,1, ,O6,4,1,"79,056",15,W. 39TH ST.,Manhattan ,10018,,,15 W. 39TH ST.
1008410031,1,841,31,1, ,O3,4,1,"123,090",1,WEST 39 STREET,Manhattan ,10018,,,1 WEST 39 STREET
1008410049,1,841,49,1, ,O4,4,2,"616,352",452,5TH AVE.,Manhattan ,10018,,,452 5TH AVE.
1008410054,1,841,54,1, ,O4,4,1,"115,307",8,W. 40TH ST.,Manhattan ,10018,,,8 W. 40TH ST.
1008410069,1,841,69,1, ,D4,2,1,"69,925",30,WEST 40 STREET,Manhattan ,10018,,,30 WEST 40 STREET
1008410071,1,841,71,1, ,H1,4,1,"124,035",38,WEST 40 STREET,Manhattan ,10018,,,38 WEST 40 STREET
1008410075,1,841,75,1, ,W6,4,1,"91,000",50,W. 40TH ST.,Manhattan ,10018,,,50 W. 40TH ST.
1008410081,1,841,81,1, ,O6,4,1,"99,058",60,W. 40TH ST.,Manhattan ,10018,,,60 W. 40TH ST.
1008410085,1,841,85,1, ,O6,4,1,"68,081",70,W. 40TH ST.,Manhattan ,10018,,,70 W. 40TH ST.
1008410089,1,841,89,1, ,O6,4,1,"61,304",1054,AVENUE OF THE AMER,Manhattan ,10018,,,1054 AVENUE OF THE AMER
1008417501,1,841,7501,1, ,R0,2,1,"231,828",16,W. 40TH ST.,Manhattan ,10018,,,16 W. 40TH ST.
1008417502,1,841,7502,1, ,R0,2,1,"76,116",24,W. 40TH ST.,Manhattan ,10018,,,24 W. 40TH ST.
1008417503,1,841,7503,1, ,R0,2,1,"59,566",1050,AVENUE OF THE AMERICAS,Manhattan ,10018,,,1050 AVENUE OF THE AMERICAS
1008420007,1,842,7,2, ,D4,2,1,"443,389",7,E. 14TH ST.,Manhattan ,10003,,,7 E. 14TH ST.
1008420021,1,842,21,2, ,O6,4,1,"51,284",1,UNION SQ. W.,Manhattan ,10003,,,1 UNION SQ. W.
1008420023,1,842,23,2, ,O6,4,1,"92,433",5,UNION SQ. W.,Manhattan ,10003,,,5 UNION SQ. W.
1008420042,1,842,42,2, ,O6,4,1,"132,121",71,5TH AVE.,Manhattan ,10003,,,71 5TH AVE.
1008427501,1,842,7501,2, ,R0,2,1,"175,750",69,5TH AVE.,Manhattan ,10003,,,69 5TH AVE.
1008427502,1,842,7502,2, ,R0,2,1,"102,552",15,UNION SQ. W.,Manhattan ,10003,,,15 UNION SQ. W.
1008430003,1,843,3,3, ,D6,2,1,"63,255",75,5 AVENUE,Manhattan ,10003,,,75 5 AVENUE
1008430020,1,843,20,3, ,O6,4,1,"87,545",17,UNION SQUARE,Manhattan ,10003,,,17 UNION SQUARE
1008430022,1,843,22,3, ,H8,4,3,"238,204",21,UNION SQUARE,Manhattan ,10003,,,21 UNION SQUARE
1008430045,1,843,45,3, ,O6,4,1,"272,566",79,5TH AVE.,Manhattan ,10003,,,79 5TH AVE.
1008437501,1,843,7501,3, ,R0,2,1,"53,396",73,5TH AVE.,Manhattan ,10003,,,73 5TH AVE.
1008440001,1,844,1,4, ,O6,4,1,"103,022",85,5TH AVE.,Manhattan ,10003,,,85 5TH AVE.
1008440003,1,844,3,4, ,O6,4,1,"57,820",87,5 AVENUE,Manhattan ,10003,,,87 5 AVENUE
1008440017,1,844,17,4, ,D6,2,2,"118,067",31,UNION SQ. W.,Manhattan ,10003,,,31 UNION SQ. W.
1008440019,1,844,19,4, ,D6,2,1,"51,150",33,UNION SQ. W.,Manhattan ,10003,,,33 UNION SQ. W.
1008440026,1,844,26,4, ,O6,4,1,"74,521",41,UNION SQ. W.,Manhattan ,10003,,,41 UNION SQ. W.
1008440042,1,844,42,4, ,O6,4,1,"51,838",91,5TH AVE.,Manhattan ,10003,,,91 5TH AVE.
1008447501,1,844,7501,4, ,R0,2,1,"52,564",5,E. 16TH ST.,Manhattan ,10003,,,5 E. 16TH ST.
1008460002,1,846,2,6, ,O6,4,1,"71,985",101,5TH AVE.,Manhattan ,10003,,,101 5TH AVE.
1008460026,1,846,26,6, ,O5,4,1,"75,799",860,BROADWAY,Manhattan ,10003,,,860 BROADWAY
1008460030,1,846,30,6, ,K4,4,1,"120,822",33,E. 17TH ST.,Manhattan ,10003,,,33 E. 17TH ST.
1008460033,1,846,33,6, ,O6,4,1,"237,139",200,PARK AVE. S.,Manhattan ,10003,,,200 PARK AVE. S.
1008460060,1,846,60,6, ,K4,4,1,"63,360",867,BROADWAY,Manhattan ,10003,,,867 BROADWAY
1008460071,1,846,71,6, ,D0,2,1,"102,017",105,5TH AVE.,Manhattan ,10003,,,105 5TH AVE.
1008467501,1,846,7501,6, ,R0,2,1,"51,345",5,E. 17TH ST.,Manhattan ,10003,,,5 E. 17TH ST.
1008467502,1,846,7502,6, ,R0,2,1,"52,396",7,E. 17TH ST.,Manhattan ,10003,,,7 E. 17TH ST.
1008470001,1,847,1,7, ,O6,4,1,"214,700",109,5 AVENUE,Manhattan ,10003,,,109 5 AVENUE
1008470027,1,847,27,7, ,O6,4,2,"101,724",33,EAST 18 STREET,Manhattan ,10003,,,33 EAST 18 STREET
1008470029,1,847,29,7, ,O6,4,1,"67,051",37,E. 18TH ST.,Manhattan ,10003,,,37 E. 18TH ST.
1008470038,1,847,38,7, ,D0,2,1,"106,841",222,PARK AVE. S.,Manhattan ,10003,,,222 PARK AVE. S.
1008470040,1,847,40,7, ,O6,4,1,"350,000",230,PARK AVE. S.,Manhattan ,10003,,,230 PARK AVE. S.
1008470062,1,847,62,7, ,O6,4,2,"276,481",881,BROADWAY,Manhattan ,10003,,,881 BROADWAY
1008477501,1,847,7501,7, ,R0,2,1,"98,030",880,BROADWAY,Manhattan ,10003,,,880 BROADWAY
