BBL ,Boro,Block,Lot,Last Block Digit,E,BC,TC,Building Count,DOF Gross Square Footage ,Street Number ,Street Name ,Borough ,Zip Code,NYCHA ,"Multiple Buildings less than 100,000 with one of the buildings on the tax lot greater than 25,000 GSF",Full Address
3012460030,3,1246,30,6, ,D3,2,1,"59,886",130,ROGERS AVENUE,Brooklyn ,11216,,,130 ROGERS AVENUE
3012470011,3,1247,11,7, ,D1,2,1,"61,565",796,STERLING PLACE,Brooklyn ,11216,,,796 STERLING PLACE
3012477501,3,1247,7501,7, ,R0,2,1,"63,570",834,STERLING PL.,Brooklyn ,11216,,,834 STERLING PL.
3012490007,3,1249,7,9, ,D4,2,1,"92,688",960,STERLING PL.,Brooklyn ,11213,,,960 STERLING PL.
3012500025,3,1250,25,0, ,D9,2,1,"124,472",230,KINGSTON AVE.,Brooklyn ,11213,,,230 KINGSTON AVE.
3012500040,3,1250,40,0, ,D7,2,1,"123,741",1093,ST JOHNS PLACE,Brooklyn ,11213,,,1093 ST JOHNS PLACE
3012500053,3,1250,53,0, ,D1,2,1,"65,012",1045,SAINT JOHNS PL.,Brooklyn ,11213,,,1045 SAINT JOHNS PL.
3012500060,3,1250,60,0, ,D1,2,1,"68,207",1025,SAINT JOHNS PL.,Brooklyn ,11213,,,1025 SAINT JOHNS PL.
3012510001,3,1251,1,1, ,D9,2,1,"54,516",243,KINGSTON AVE.,Brooklyn ,11213,,,243 KINGSTON AVE.
3012530001,3,1253,1,3, ,D6,2,1,"101,350",1515,BEDFORD AVE.,Brooklyn ,11216,,,1515 BEDFORD AVE.
3012570027,3,1257,27,7, ,E7,4,1,"69,300",1062,SAINT JOHNS PL.,Brooklyn ,11213,,,1062 SAINT JOHNS PL.
3012580016,3,1258,16,8, ,D3,2,1,"61,612",1120,SAINT JOHNS PL.,Brooklyn ,11213,,,1120 SAINT JOHNS PL.
3012590001,3,1259,1,9, ,D7,2,1,"84,860",341,EASTERN PKWY.,Brooklyn ,11216,,,341 EASTERN PKWY.
3012607501,3,1260,7501,0, ,R0,2,1,"209,396",409,EASTERN PARKWAY,Brooklyn ,11216,,,409 EASTERN PARKWAY
3012640023,3,1264,23,4, ,D1,2,1,"126,837",1010,LINCOLN PL.,Brooklyn ,11213,,,1010 LINCOLN PL.
3012660036,3,1266,36,6, ,H2,4,1,"61,848",1548,BEDFORD AVENUE,Brooklyn ,11225,,,1548 BEDFORD AVENUE
3012667502,3,1266,7502,6, ,R0,2,1,"50,855",382,EASTERN PKWY.,Brooklyn ,11225,,,382 EASTERN PKWY.
3012670010,3,1267,10,7, ,D1,2,1,"58,200",410,EASTERN PKWY.,Brooklyn ,11225,,,410 EASTERN PKWY.
3012670016,3,1267,16,7, ,D1,2,1,"64,470",426,EASTERN PKWY.,Brooklyn ,11225,,,426 EASTERN PKWY.
3012670021,3,1267,21,7, ,D1,2,1,"64,470",436,EASTERN PKWY.,Brooklyn ,11225,,,436 EASTERN PKWY.
3012690020,3,1269,20,9, ,D1,2,1,"54,300",576,EASTERN PKWY.,Brooklyn ,11225,,,576 EASTERN PKWY.
3012710005,3,1271,5,1, ,D1,2,1,"69,906",706,EASTERN PKWY.,Brooklyn ,11213,,,706 EASTERN PKWY.
3012727501,3,1272,7501,2, ,R0,2,1,"55,356",866,EASTERN PKWY.,Brooklyn ,11213,,,866 EASTERN PKWY.
3012740101,3,1274,101,4, ,D3,2,1,"337,880",1101,PRESIDENT ST.,Brooklyn ,11225,,,1101 PRESIDENT ST.
3012800058,3,1280,58,0, ,C1,2,1,"55,012",991,CARROLL ST.,Brooklyn ,11225,,,991 CARROLL ST.
3012830001,3,1283,1,3, ,D4,2,1,"221,100",1238,PRESIDENT ST.,Brooklyn ,11225,,,1238 PRESIDENT ST.
3012870039,3,1287,39,7, ,D4,2,1,"60,939",1040,CARROLL ST.,Brooklyn ,11225,,,1040 CARROLL ST.
3012880045,3,1288,45,8, ,D1,2,1,"59,143",201,CROWN ST.,Brooklyn ,11225,,,201 CROWN ST.
3012890001,3,1289,1,9, ,D7,2,1,"136,490",267,ROGERS AVENUE,Brooklyn ,11225,,,267 ROGERS AVENUE
3012910008,3,1291,8,1, ,D1,2,1,"54,350",363,NEW YORK AVE.,Brooklyn ,11213,,,363 NEW YORK AVE.
3012950010,3,1295,10,5, ,D7,2,1,"127,284",132,CROWN ST.,Brooklyn ,11225,,,132 CROWN ST.
3012960014,3,1296,14,6, ,D1,2,1,"151,236",240,CROWN ST.,Brooklyn ,11225,,,240 CROWN ST.
3012960028,3,1296,28,6, ,D1,2,1,"137,286",250,CROWN ST.,Brooklyn ,11225,,,250 CROWN ST.
3012960039,3,1296,39,6, ,D7,2,1,"52,236",272,CROWN ST.,Brooklyn ,11225,,,272 CROWN ST.
3012960052,3,1296,52,6, ,D1,2,1,"102,070",377,MONTGOMERY ST.,Brooklyn ,11225,,,377 MONTGOMERY ST.
3012960064,3,1296,64,6, ,D4,2,1,"105,675",345,MONTGOMERY ST.,Brooklyn ,11225,,,345 MONTGOMERY ST.
3012970006,3,1297,6,7, ,D7,2,1,"76,807",282,CROWN STREET,Brooklyn ,11225,,,282 CROWN STREET
3013020001,3,1302,1,2, ,D1,2,1,"1,435,162",1720,BEDFORD AVE.,Brooklyn ,11225,,,1720 BEDFORD AVE.
3013040024,3,1304,24,4, ,D1,2,1,"62,722",2,STODDARD PL.,Brooklyn ,11225,,,2 STODDARD PL.
3013040129,3,1304,129,4, ,D7,2,1,"82,013",332,ROGERS AVE.,Brooklyn ,11225,,,332 ROGERS AVE.
3013057501,3,1305,7501,5, ,R0,2,1,"118,645",958,NOSTRAND AVE.,Brooklyn ,11225,,,958 NOSTRAND AVE.
3013070001,3,1307,1,7, ,E7,4,1,"55,600",155,EMPIRE BLVD.,Brooklyn ,11225,,,155 EMPIRE BLVD.
3013080036,3,1308,36,8, ,D7,2,1,"63,150",286,SULLIVAN PL.,Brooklyn ,11225,,,286 SULLIVAN PL.
3013080052,3,1308,52,8, ,D1,2,1,"75,504",289,EMPIRE BLVD.,Brooklyn ,11225,,,289 EMPIRE BLVD.
3013087501,3,1308,7501,8, ,R0,2,1,"75,947",375,ROGERS AVENUE,Brooklyn ,11225,,,375 ROGERS AVENUE
3013120042,3,1312,42,2, ,D1,2,1,"63,120",440,ALBANY AVE.,Brooklyn ,11213,,,440 ALBANY AVE.
3013140021,3,1314,21,4, ,E7,4,1,"85,917",200,EMPIRE BLVD.,Brooklyn ,11225,,,200 EMPIRE BLVD.
3013150010,3,1315,10,5, ,D1,2,1,"70,056",270,EMPIRE BLVD.,Brooklyn ,11225,,,270 EMPIRE BLVD.
3013150018,3,1315,18,5, ,D1,2,1,"70,662",290,EMPIRE BLVD.,Brooklyn ,11225,,,290 EMPIRE BLVD.
3013150027,3,1315,27,5, ,D1,2,1,"75,498",320,EMPIRE BLVD.,Brooklyn ,11225,,,320 EMPIRE BLVD.
3013160001,3,1316,1,6, ,D7,2,1,"66,000",307,STERLING ST.,Brooklyn ,11225,,,307 STERLING ST.
3013170050,3,1317,50,7, ,D1,2,1,"59,083",456,BROOKLYN AVE.,Brooklyn ,11225,,,456 BROOKLYN AVE.
3013170041,3,1317,41,7, ,D7,2,1,"60,922",440,BROOKLYN AVE.,Brooklyn ,11225,,,440 BROOKLYN AVE.
3013180001,3,1318,1,8, ,D1,2,1,"136,892",1125,WASHINGTON AVENUE,Brooklyn ,11225,,,1125 WASHINGTON AVENUE
3013210011,3,1321,11,1, ,D1,2,1,"88,580",320,STERLING ST.,Brooklyn ,11225,,,320 STERLING ST.
3013210021,3,1321,21,1, ,D1,2,1,"104,700",348-376,STERLING STREET,Brooklyn ,11225,,,348-376 STERLING STREET
3013210040,3,1321,40,1, ,D3,2,1,"61,108",393,LEFFERTS AVE.,Brooklyn ,11225,,,393 LEFFERTS AVE.
3013210053,3,1321,53,1, ,D1,2,1,"77,400",355,LEFFERTS AVE.,Brooklyn ,11225,,,355 LEFFERTS AVE.
3013220001,3,1322,1,2, ,D7,2,1,"68,220",501,NEW YORK AVE.,Brooklyn ,11225,,,501 NEW YORK AVE.
3013220026,3,1322,26,2, ,D7,2,1,"63,767",474,BROOKLYN AVE.,Brooklyn ,11225,,,474 BROOKLYN AVE.
3013220032,3,1322,32,2, ,D1,2,1,"113,952",486,BROOKLYN AVE.,Brooklyn ,11225,,,486 BROOKLYN AVE.
3013220046,3,1322,46,2, ,D1,2,1,"113,700",415,LEFFERTS AVE.,Brooklyn ,11225,,,415 LEFFERTS AVE.
3013230017,3,1323,17,3, ,D7,2,1,"66,527",441,BROOKLYN AVE.,Brooklyn ,11225,,,441 BROOKLYN AVE.
3013240001,3,1324,1,4, ,D1,2,1,"53,784",501,LEFFERTS AVE.,Brooklyn ,11225,,,501 LEFFERTS AVE.
3013250001,3,1325,1,5, ,D4,2,1,"195,726",446,KINGSTON AVE.,Brooklyn ,11225,,,446 KINGSTON AVE.
3013250022,3,1325,22,5, ,D1,2,1,"68,640",580,EMPIRE BLVD.,Brooklyn ,11225,,,580 EMPIRE BLVD.
3013260001,3,1326,1,6, ,D7,2,1,"155,208",451,KINGSTON AVE.,Brooklyn ,11225,,,451 KINGSTON AVE.
3013260045,3,1326,45,6, ,D7,2,1,"146,400",621,LEFFERTS AVE.,Brooklyn ,11203,,,621 LEFFERTS AVE.
3013270001,3,1327,1,7, ,D7,2,1,"72,910",57,LINCOLN RD.,Brooklyn ,11225,,,57 LINCOLN RD.
3013270013,3,1327,13,7, ,D4,2,1,"92,538",50,LEFFERTS AVE.,Brooklyn ,11225,,,50 LEFFERTS AVE.
3013270034,3,1327,34,7, ,D1,2,1,"57,993",100,LEFFERTS AVE.,Brooklyn ,11225,,,100 LEFFERTS AVE.
3013270054,3,1327,54,7, ,D1,2,1,"66,516",145,LINCOLN RD.,Brooklyn ,11225,,,145 LINCOLN RD.
3013270077,3,1327,77,7, ,D1,2,1,"96,762",101,LINCOLN RD.,Brooklyn ,11225,,,101 LINCOLN RD.
3013300014,3,1330,14,0, ,D1,2,1,"83,520",350,LEFFERTS AVE.,Brooklyn ,11225,,,350 LEFFERTS AVE.
3013310005,3,1331,5,1, ,D7,2,1,"64,670",408,LEFFERTS AVE.,Brooklyn ,11225,,,408 LEFFERTS AVE.
3013320030,3,1332,30,2, ,D1,2,1,"67,925",532,LEFFERTS AVE.,Brooklyn ,11225,,,532 LEFFERTS AVE.
3013330006,3,1333,6,3, ,D1,2,1,"55,188",556,LEFFERTS AVENUE,Brooklyn ,11225,,,556 LEFFERTS AVENUE
3013330013,3,1333,13,3, ,D1,2,1,"50,112",570,LEFFERTS AVE.,Brooklyn ,11203,,,570 LEFFERTS AVE.
3013337501,3,1333,7501,3, ,R0,2,1,"75,616",605,E. NEW YORK AVE.,Brooklyn ,11203,,,605 E. NEW YORK AVE.
3013350011,3,1335,11,5, ,E7,4,1,"98,033",1680,ATLANTIC AVE.,Brooklyn ,11213,,,1680 ATLANTIC AVE.
3013380022,3,1338,22,8, ,G1,4,1,"50,150",1892,ATLANTIC AVENUE,Brooklyn ,11233,,,1892 ATLANTIC AVENUE
3013390021,3,1339,21,9, ,E7,4,1,"58,600",1956,ATLANTIC AVE.,Brooklyn ,11233,,,1956 ATLANTIC AVE.
3013410001,3,1341,1,1, ,D1,2,1,"118,400",97,TROY AVENUE,Brooklyn ,11213,Y ,,97 TROY AVENUE
3013410012,3,1341,12,1, ,D1,2,1,"105,448",1620,PACIFIC ST.,Brooklyn ,11213,Y ,,1620 PACIFIC ST.
3013430031,3,1343,31,3, ,E1,4,1,"62,700",1775,DEAN STREET,Brooklyn ,11233,,,1775 DEAN STREET
3013440175,3,1344,175,4, ,D1,2,1,"129,082",1733,BERGEN STREET,Brooklyn ,11233,Y ,,1733 BERGEN STREET
3013440001,3,1344,1,4, ,D1,2,14,"860,000",1880,PACIFIC STREET,Brooklyn ,11233,Y ,,1880 PACIFIC STREET
3013490033,3,1349,33,9, ,D1,2,1,"137,370",110,ROCHESTER AVE.,Brooklyn ,11233,,,110 ROCHESTER AVE.
3013520001,3,1352,1,2, ,D3,2,3,"346,280",1400,BERGEN ST.,Brooklyn ,11213,Y ,,1400 BERGEN ST.
3013520080,3,1352,80,2, ,D3,2,6,"821,016",193,ALBANY AVE.,Brooklyn ,11213,Y ,,193 ALBANY AVE.
3013540030,3,1354,30,4, ,D6,2,1,"57,081",1552,BERGEN ST.,Brooklyn ,11213,,,1552 BERGEN ST.
3013620001,3,1362,1,2, ,I6,4,1,"205,680",170,BUFFALO AVE.,Brooklyn ,11213,,,170 BUFFALO AVE.
3013730025,3,1373,25,3, ,D1,2,1,"53,736",1444,PARK PL.,Brooklyn ,11213,,,1444 PARK PL.
3013750069,3,1375,69,5, ,C1,2,1,"67,800",1633,STERLING PL.,Brooklyn ,11233,,,1633 STERLING PL.
3013800052,3,1380,52,0, ,K4,4,1,"62,875",236,BUFFALO AVE.,Brooklyn ,11213,,,236 BUFFALO AVE.
3013800054,3,1380,54,0, ,D1,2,1,"58,960",1539,ST JOHNS PLACE,Brooklyn ,11213,,,1539 ST JOHNS PLACE
3013820004,3,1382,4,2, ,D1,2,1,"57,720",283,ALBANY AVE.,Brooklyn ,11213,,,283 ALBANY AVE.
3013840051,3,1384,51,4, ,K4,4,1,"59,021",250,UTICA AVE.,Brooklyn ,11213,,,250 UTICA AVE.
3013840052,3,1384,52,4, ,D3,2,1,"84,170",1373,LINCOLN PL.,Brooklyn ,11213,,,1373 LINCOLN PL.
3013890072,3,1389,72,9, ,D1,2,1,"77,880",961,EASTERN PKWY.,Brooklyn ,11213,,,961 EASTERN PKWY.
3013920023,3,1392,23,2, ,D1,2,1,"84,768",1245,EASTERN PKWY.,Brooklyn ,11213,,,1245 EASTERN PKWY.
3013970035,3,1397,35,7, ,C1,2,1,"54,912",1196,EASTERN PKWY.,Brooklyn ,11213,,,1196 EASTERN PKWY.
3013990062,3,1399,62,9, ,D1,2,1,"96,048",1933,UNION ST.,Brooklyn ,11233,,,1933 UNION ST.
3013990115,3,1399,115,9, ,D1,2,1,"82,908",1920,UNION ST.,Brooklyn ,11233,,,1920 UNION ST.
3014030025,3,1403,25,3, ,D1,2,1,"57,400",1752,UNION STREET,Brooklyn ,11213,,,1752 UNION STREET
3014030040,3,1403,40,3, ,D1,2,1,"68,730",1776,UNION ST.,Brooklyn ,11213,,,1776 UNION ST.
3014030055,3,1403,55,3, ,D1,2,1,"60,839",1745,PRESIDENT ST.,Brooklyn ,11213,,,1745 PRESIDENT ST.
3014120001,3,1412,1,2, ,C1,2,1,"52,684",565,CROWN ST.,Brooklyn ,11213,,,565 CROWN ST.
3014150016,3,1415,16,5, ,D4,2,1,"105,654",1702,CARROLL STREET,Brooklyn ,11213,,,1702 CARROLL STREET
3014150035,3,1415,35,5, ,D6,2,1,"51,223",24,FORD ST.,Brooklyn ,11213,,,24 FORD ST.
3014150045,3,1415,45,5, ,D1,2,1,"86,400",1730,CARROLL ST.,Brooklyn ,11213,,,1730 CARROLL ST.
3014150075,3,1415,75,5, ,D1,2,1,"52,554",825,CROWN ST.,Brooklyn ,11213,,,825 CROWN ST.
3014177501,3,1417,7501,7, ,R0,2,1,"213,920",580,CROWN ST.,Brooklyn ,11213,,,580 CROWN ST.
3014180049,3,1418,49,8, ,D7,2,1,"112,392",899,MONTGOMERY ST.,Brooklyn ,11213,,,899 MONTGOMERY ST.
3014190001,3,1419,1,9, ,D1,2,1,"88,244",921,MONTGOMERY ST.,Brooklyn ,11213,,,921 MONTGOMERY ST.
3014190006,3,1419,6,9, ,D1,2,1,"127,950",712,CROWN ST.,Brooklyn ,11213,,,712 CROWN ST.
3014190062,3,1419,62,9, ,D1,2,1,"99,822",947,MONTGOMERY ST.,Brooklyn ,11213,,,947 MONTGOMERY ST.
3014200020,3,1420,20,0, ,D1,2,1,"52,764",826,CROWN ST.,Brooklyn ,11213,,,826 CROWN ST.
3014200024,3,1420,24,0, ,D1,2,1,"58,631",836,CROWN ST.,Brooklyn ,11213,,,836 CROWN ST.
3014200061,3,1420,61,0, ,D1,2,1,"54,245",1049,MONTGOMERY ST.,Brooklyn ,11213,,,1049 MONTGOMERY ST.
3014220001,3,1422,1,2, ,D7,2,1,"77,847",675,EMPIRE BLVD.,Brooklyn ,11213,,,675 EMPIRE BLVD.
3014220005,3,1422,5,2, ,D7,2,1,"57,629",760,MONTGOMERY ST.,Brooklyn ,11213,,,760 MONTGOMERY ST.
3014220064,3,1422,64,2, ,D1,2,1,"62,436",701,EMPIRE BLVD.,Brooklyn ,11213,,,701 EMPIRE BLVD.
3014230024,3,1423,24,3, ,D3,2,1,"117,366",874,MONTGOMERY STREET,Brooklyn ,11213,,,874 MONTGOMERY STREET
3014240001,3,1424,1,4, ,D7,2,1,"57,120",401,SCHENECTADY AVE.,Brooklyn ,11213,,,401 SCHENECTADY AVE.
3014240049,3,1424,49,4, ,D4,2,1,"50,826",897,EMPIRE BLVD.,Brooklyn ,11213,,,897 EMPIRE BLVD.
3014240057,3,1424,57,4, ,D1,2,1,"62,658",889,EMPIRE BOULEVARD,Brooklyn ,11213,,,889 EMPIRE BOULEVARD
3014240063,3,1424,63,4, ,D1,2,1,"100,600",853,EMPIRE BLVD.,Brooklyn ,11213,,,853 EMPIRE BLVD.
3014250006,3,1425,6,5, ,D7,2,1,"67,546",1004,MONTGOMERY ST.,Brooklyn ,11213,,,1004 MONTGOMERY ST.
3014250013,3,1425,13,5, ,D7,2,1,"150,372",1024,MONTGOMERY ST.,Brooklyn ,11213,,,1024 MONTGOMERY ST.
3014260040,3,1426,40,6, ,D7,2,1,"83,856",740,EMPIRE BLVD.,Brooklyn ,11213,,,740 EMPIRE BLVD.
3014270007,3,1427,7,7, ,D1,2,1,"88,480",770,EMPIRE BLVD.,Brooklyn ,11213,,,770 EMPIRE BLVD.
3014290017,3,1429,17,9, ,D1,2,1,"72,310",750,LEFFERTS AVE.,Brooklyn ,11203,,,750 LEFFERTS AVE.
3014290032,3,1429,32,9, ,D7,2,1,"122,859",434,SCHENECTADY AVENUE,Brooklyn ,11203,,,434 SCHENECTADY AVENUE
3014297502,3,1429,7502,9, ,R0,2,1,"56,098",770,LEFFERTS AVE.,Brooklyn ,11203,,,770 LEFFERTS AVE.
3014300001,3,1430,1,0, ,D7,2,1,"134,897",455,SCHENECTADY AVE.,Brooklyn ,11203,,,455 SCHENECTADY AVE.
3014310045,3,1431,45,1, ,C1,2,1,"52,200",2027,PACIFIC ST.,Brooklyn ,11233,,,2027 PACIFIC ST.
3014340001,3,1434,1,4, ,D6,2,5,"785,336",214,THOMAS S BOYLAND ST,Brooklyn ,11233,,,214 THOMAS S BOYLAND ST
3014360032,3,1436,32,6, ,D1,2,1,"80,932",0,SACKMAN STREET,Brooklyn ,11233,,,0 SACKMAN STREET
3014367501,3,1436,7501,6, ,R0,2,1,"80,656",1866,EASTERN PARKWAY,Brooklyn ,11233,,,1866 EASTERN PARKWAY
3014470001,3,1447,1,7, ,D3,2,1,"67,137",331,SARATOGA AVE.,Brooklyn ,11233,,,331 SARATOGA AVE.
3014520062,3,1452,62,2, ,D9,2,1,"62,550",1505,SAINT MARKS AVE.,Brooklyn ,11233,,,1505 SAINT MARKS AVE.
3014580140,3,1458,140,8, ,D3,2,1,"81,322",1765,PROSPECT PL.,Brooklyn ,11233,,,1765 PROSPECT PL.
3014600001,3,1460,1,0, ,D1,2,2,"164,160",349,THOMAS S. BOYLAND ST.,Brooklyn ,11233,Y ,,349 THOMAS S. BOYLAND ST.
3014630041,3,1463,41,3, ,D1,2,1,"110,034",1776,PARK PLACE,Brooklyn ,11233,,,1776 PARK PLACE
3014637501,3,1463,7501,3, ,R0,2,20,"203,442",1797,PARK PL.,Brooklyn ,11233,,,1797 PARK PL.
3014677501,3,1467,7501,7, ,R0,2,1,"236,819",430,SARATOGA AVE.,Brooklyn ,11233,,,430 SARATOGA AVE.
3014740056,3,1474,56,4, ,D1,2,1,"64,437",1355,E. NEW YORK AVE.,Brooklyn ,11212,,,1355 E. NEW YORK AVE.
3014750004,3,1475,4,5, ,N9,4,1,"52,100",599,RALPH AVE.,Brooklyn ,11233,,,599 RALPH AVE.
3014790007,3,1479,7,9, ,M9,4,1,"74,500",1338,BROADWAY,Brooklyn ,11221,,,1338 BROADWAY
3014800010,3,1480,10,0, ,O5,4,1,"66,500",823A,MONROE STREET,Brooklyn ,11221,,,823A MONROE STREET
3014800060,3,1480,60,0, ,D1,2,1,"110,670",833,MONROE ST.,Brooklyn ,11221,,,833 MONROE ST.
3014920001,3,1492,1,2, ,D1,2,1,"128,113",33,SARATOGA AVE.,Brooklyn ,11233,Y ,,33 SARATOGA AVE.
3014950001,3,1495,1,5, ,D3,2,1,"91,493",930,HALSEY ST.,Brooklyn ,11233,,,930 HALSEY ST.
3014950013,3,1495,13,5, ,D1,2,1,"91,493",901,MACON STREET,Brooklyn ,11233,,,901 MACON STREET
3015037501,3,1503,7501,3, ,R0,2,2,"165,529",1672,BROADWAY,Brooklyn ,11207,,,1672 BROADWAY
3015280033,3,1528,33,8, ,D3,2,1,"75,800",378,SUMPTER STREET,Brooklyn ,11233,Y ,,378 SUMPTER STREET
3015290001,3,1529,1,9, ,D3,2,2,"149,772",23,MOTHER GASTON BLVD,Brooklyn ,11233,Y ,,23 MOTHER GASTON BLVD
3015430001,3,1543,1,3, ,W1,4,1,"61,887",1935,EASTERN PARKWAY,Brooklyn ,11233,,,1935 EASTERN PARKWAY
3015790037,3,1579,37,9, ,D9,2,1,"57,125",889,PARK AVENUE,Brooklyn ,11206,,,889 PARK AVENUE
3015800001,3,1580,1,0, ,D1,2,7,"924,915",47,MARCOUS GARVEY BLVD,Brooklyn ,11206,Y ,,47 MARCOUS GARVEY BLVD
3015800010,3,1580,10,0, ,D7,2,1,"138,574",57,MARCOUS GARVEY BLVD,Brooklyn ,11206,Y ,,57 MARCOUS GARVEY BLVD
3015820015,3,1582,15,2, ,O6,4,1,"70,956",886,BROADWAY,Brooklyn ,11206,,,886 BROADWAY
3015840011,3,1584,11,4, ,D7,2,1,"111,636",912,BROADWAY,Brooklyn ,11206,,,912 BROADWAY
3015850001,3,1585,1,5, ,D3,2,1,"225,324",95,MARCUS GARVEY BLVD,Brooklyn ,11206,Y ,,95 MARCUS GARVEY BLVD
3015860012,3,1586,12,6, ,D6,2,1,"303,263",1100,MYRTLE AVENUE,Brooklyn ,11206,,,1100 MYRTLE AVENUE
3015880001,3,1588,1,8, ,D6,2,1,"290,715",721,WILLOUGHBY AVE.,Brooklyn ,11206,,,721 WILLOUGHBY AVE.
3015910040,3,1591,40,1, ,C1,2,1,"61,415",80,LEWIS AVE.,Brooklyn ,11206,,,80 LEWIS AVE.
3015910045,3,1591,45,1, ,W2,4,1,"73,698",82,LEWIS AVE.,Brooklyn ,11206,,,82 LEWIS AVE.
3015920001,3,1592,1,2, ,D7,2,1,"175,042",75,LEWIS AVE.,Brooklyn ,11206,,,75 LEWIS AVE.
3015930023,3,1593,23,3, ,D7,2,1,"73,717",874,WILLOUGHBY AVE.,Brooklyn ,11221,,,874 WILLOUGHBY AVE.
3015950001,3,1595,1,5, ,D3,2,1,"103,950",95,LEWIS AVE.,Brooklyn ,11206,Y ,,95 LEWIS AVE.
3015950024,3,1595,24,5, ,D3,2,2,"293,012",382,HART STREET,Brooklyn ,11206,Y ,,382 HART STREET
3015970001,3,1597,1,7, ,D3,2,3,"922,336",159,MARCUS GARVEY BLVD,Brooklyn ,11206,Y ,,159 MARCUS GARVEY BLVD
3015980001,3,1598,1,8, ,D3,2,2,"224,000",113,LEWIS AVENUE,Brooklyn ,11206,Y ,,113 LEWIS AVENUE
3016010024,3,1601,24,1, ,D3,2,1,"148,000",942,DEKALB AVENUE,Brooklyn ,11221,Y ,,942 DEKALB AVENUE
3016180035,3,1618,35,8, ,D3,2,1,"61,979",1003,GREENE AVE.,Brooklyn ,11221,,,1003 GREENE AVE.
3016250034,3,1625,34,5, ,D1,2,1,"84,416",625,QUINCY ST.,Brooklyn ,11221,,,625 QUINCY ST.
3016280024,3,1628,24,8, ,D1,2,1,"57,000",822,LEXINGTON AVE.,Brooklyn ,11221,,,822 LEXINGTON AVE.
3016290001,3,1629,1,9, ,D1,2,6,"188,486",281,MARCUS GARVEY BLVD,Brooklyn ,11221,,,281 MARCUS GARVEY BLVD
3016310031,3,1631,31,1, ,D1,2,1,"56,860",732,QUINCY STREET,Brooklyn ,11221,Y ,,732 QUINCY STREET
3016310001,3,1631,1,1, ,D9,2,2,"101,067",175,STUYVESANT AVE.,Brooklyn ,11221,Y ,,175 STUYVESANT AVE.
3016330058,3,1633,58,3, ,W8,4,1,"55,627",848,QUINCY STREET,Brooklyn ,11221,,,848 QUINCY STREET
3016330060,3,1633,60,3, ,D1,2,2,"119,920",969,GATES AVE.,Brooklyn ,11221,,,969 GATES AVE.
3016340001,3,1634,1,4, ,D1,2,6,"179,590",311,MARCUS GARVEY BLVD,Brooklyn ,11221,,,311 MARCUS GARVEY BLVD
3016350126,3,1635,126,5, ,D1,2,1,"57,240",744,GATES AVE.,Brooklyn ,11221,Y ,,744 GATES AVE.
3016360024,3,1636,24,6, ,D3,2,1,"114,902",146,MALCOLM X BOULEVARD,Brooklyn ,11221,Y ,,146 MALCOLM X BOULEVARD
3016380006,3,1638,6,8, ,D1,2,1,"106,804",99,PATCHEN AVENUE,Brooklyn ,11221,,,99 PATCHEN AVENUE
3016730001,3,1673,1,3, ,W1,4,1,"89,457",239,PATCHEN AVE.,Brooklyn ,11233,,,239 PATCHEN AVE.
3016840001,3,1684,1,4, ,D1,2,1,"302,400",1595,FULTON STREET,Brooklyn ,11213,,,1595 FULTON STREET
3016880001,3,1688,1,8, ,D3,2,15,"875,875",291,PATCHEN AVE.,Brooklyn ,11233,Y ,,291 PATCHEN AVE.
3016910012,3,1691,12,1, ,D1,2,4,"277,200",88,CHAUNCEY STREET,Brooklyn ,11233,,,88 CHAUNCEY STREET
3016990027,3,1699,27,9, ,D7,2,1,"76,980",1600,FULTON ST.,Brooklyn ,11213,,,1600 FULTON ST.
3016990033,3,1699,33,9, ,D6,2,1,"94,363",1612,FULTON ST.,Brooklyn ,11213,,,1612 FULTON ST.
3016997501,3,1699,7501,9, ,R0,2,1,"122,013",43,ALBANY AVENUE,Brooklyn ,11213,,,43 ALBANY AVENUE
3016997503,3,1699,7503,9, ,R0,2,1,"108,413",491,HERKIMER STREET,Brooklyn ,11213,,,491 HERKIMER STREET
3017000017,3,1700,17,0, ,D1,2,1,"165,000",1660,FULTON ST.,Brooklyn ,11213,,,1660 FULTON ST.
3017030014,3,1703,14,3, ,I6,4,1,"280,000",1834,FULTON STREET,Brooklyn ,11233,,,1834 FULTON STREET
3017080001,3,1708,1,8, ,C1,2,22,"116,718",53,UTICA AVENUE,Brooklyn ,11233,,,53 UTICA AVENUE
3017107501,3,1710,7501,0, ,R0,2,1,"159,922",1825,ATLANTIC AVE.,Brooklyn ,11233,,,1825 ATLANTIC AVE.
3017130007,3,1713,7,3, ,D1,2,1,"79,445",21,KANE PLACE,Brooklyn ,11233,,,21 KANE PLACE
3017150043,3,1715,43,5, ,O3,4,1,"52,628",18,SPENCER ST.,Brooklyn ,11205,,,18 SPENCER ST.
3017167501,3,1716,7501,6,,R0,2,1,"96,789",31,SPENCER STREET,Brooklyn ,11205,,,31 SPENCER STREET
3017177501,3,1717,7501,7, ,R0,2,1,"78,349",18,WARSOFF PL.,Brooklyn ,11205,,,18 WARSOFF PL.
3017180001,3,1718,1,8, ,Y6,4,1,"138,243",60,NOSTRAND AVE.,Brooklyn ,11205,,,60 NOSTRAND AVE.
