BBL,ADDRESS,BOROUGH,ZIP CODE,LIST
4028640021,86-10 GRAND AVENUE #100,QUEENS,11373,RENT
4029450001,61-88 DRY HARBOR ROAD,QUEENS,11379,RENT
4029740085,62-42 WOODHAVEN BOULEVARD #408,QUEENS,11374,RENT
4030760022,61-40 SAUNDERS STREET,QUEENS,11374,RENT
4030790076,62-64 SAUNDERS STREET,QUEENS,11374,RENT
4030790100,62-98 SAUNDERS STREET,QUEENS,11374,RENT
4030820082,63-89 SAUNDERS STREET,QUEENS,11374,RENT
4030830061,63-84 SAUNDERS STREET #121,QUEENS,11374,RENT
4030830069,64-00 SAUNDERS STREET #75,QUEENS,11374,RENT
4030840039,64-85 SAUNDERS STREET,QUEENS,11374,RENT
4030840046,64-41 SAUNDERS STREET,QUEENS,11374,RENT
4030850029,64-74 SAUNDERS STREET,QUEENS,11374,RENT
4030870002,65-41 BOOTH STREET ,QUEENS,11374,RENT
4030940005,63-19 AUSTIN STREET,QUEENS,11374,RENT
4030960118,63-95 AUSTIN STREET #68,QUEENS,11374,RENT
4030977503,64-49 WETHEROLE STREET,QUEENS,11374,RENT
4030977504,65-04 BOOTH STREET,QUEENS,11374,RENT
4030977505,65-20 BOOTH STREET,QUEENS,11374,RENT
4030990007,65-38 BOOTH STREET,QUEENS,11374,RENT
4030990025,65-70 BOOTH STREET,QUEENS,11374,RENT
4030990042,65-65 WETHEROLE STREET,QUEENS,11374,RENT
4031000018,65-60 WETHEROLE STREET #66,QUEENS,11374,RENT
4031157501,63-85 WOODHAVEN BOULEVARD,QUEENS,11374,RENT
4031170024,90-02 63 DRIVE,QUEENS,11374,RENT
4031510103,65-15 ALDERTON STREET,QUEENS,11374,RENT
4031520021,66-10 THORNTON PLACE #94,QUEENS,11374,RENT
4031540001,66-15 THORNTON PLACE ,QUEENS,11374,RENT
4031550001,66-01 BURNS STREET #168,QUEENS,11374,RENT
4031550055,97-07 67 AVENUE #62,QUEENS,11374,RENT
4031560114,66-20 WETHEROLE STREET #75,QUEENS,11374,RENT
4031570101,66-15 WETHEROLE STREET,QUEENS,11374,RENT
4031597501,98-76 QUEENS BOULEVARD,QUEENS,11374,RENT
4031630015,67-30 DARTMOUTH STREET,QUEENS,11375,RENT
4031640038,67-25 DARTMOUTH STREET ,QUEENS,11375,RENT
4031650062,67-25 CLYDE STREET,QUEENS,11375,RENT
4031660107,67-41 BURNS STREET,QUEENS,11375,RENT
4031670028,67-76 BOOTH STREET #28,QUEENS,11375,RENT
4031680036,98-50 67 AVENUE,QUEENS,11374,RENT
4031680040,99-45 67 ROAD,QUEENS,11375,RENT
4031680056,99-21 67 ROAD,QUEENS,11375,RENT
4031690031,99-44 67 ROAD #56,QUEENS,11375,RENT
4031690036,67-40 BOOTH STREET,QUEENS,11375,RENT
4031697501,99-34 67 ROAD,QUEENS,11375,RENT
4031700001,100-11 67 ROAD ,QUEENS,11375,RENT
4031710019,100-26 67 ROAD ,QUEENS,11375,RENT
4031717501,100-10 67 ROAD,QUEENS,11375,RENT
4031730070,67-87 BOOTH STREET,QUEENS,11375,RENT
4031750001,104-20 QUEENS BOULEVARD ,QUEENS,11375,RENT
4031800041,74-45 YELLOWSTONE BOULEVARD,QUEENS,11374,RENT
4031830002,66-92 YELLOWSTONE BOULEVARD,QUEENS,11375,RENT
4031910001,71-11 YELLOWSTONE BOULEVARD,QUEENS,11375,RENT
4032340051,68-09 BURNS STREET,QUEENS,11375,RENT
4032397501,107 QUEENS BOULEVARD,QUEENS,11375,RENT
4032570009,108-25 72 AVENUE,QUEENS,11375,RENT
4032587501,109-20 QUEENS BOULEVARD,QUEENS,11375,RENT
4032720001,150 GREENWAY TERRACE,QUEENS,11375,RENT
4032910001,73-20 AUSTIN STREET,QUEENS,11375,RENT
4032910016,75-02 AUSTIN STREET ,QUEENS,11375,RENT
4032920001,109-14 ASCAN AVENUE,QUEENS,11375,RENT
4032920028,110-21 73 ROAD ,QUEENS,11375,RENT
4032927501,110-31 73 ROAD,QUEENS,11375,RENT
4032930045,111-35 75 AVENUE,QUEENS,11375,RENT
4032930050,111-15 75 AVENUE,QUEENS,11375,RENT
4032930064,73-37 AUSTIN STREET,QUEENS,11375,RENT
4032937501,110 73 ROAD,QUEENS,11375,RENT
4033160010,117-14 UNION TURNPIKE,QUEENS,11415,RENT
4033210043,83-60 118 STREET,QUEENS,11415,RENT
4033210063,83-19 116 STREET,QUEENS,11418,RENT
4033210069,83-15 116 STREET,QUEENS,11418,RENT
4033217506,83-30 118 STREET,QUEENS,11415,RENT
4033220014,118-40 METROPOLITAN AVENUE,QUEENS,11415,RENT
4033220024,118-60 METROPOLITAN AVENUE,QUEENS,11415,RENT
4033220040,83-57 118 STREET ,QUEENS,11415,RENT
4033220043,83-33 118 STREET,QUEENS,11415,RENT
4033220123,83-44 LEFFERTS BOULEVARD,QUEENS,11415,RENT
4033220135,118-11 84 AVENUE,QUEENS,11415,RENT
4033220156,83-75 118 STREET,QUEENS,11415,RENT
4033230001,115-25 METROPOLITAN AVENUE,QUEENS,11418,RENT
4033290004,118-14 83 AVENUE,QUEENS,11415,RENT
4033300033,83-36 BEVERLY ROAD,QUEENS,11415,RENT
4033330016,84-51 BEVERLY ROAD,QUEENS,11415,RENT
4033340058,75-40 AUSTIN STREET,QUEENS,11375,RENT
4033340163,76-66 AUSTIN STREET,QUEENS,11375,RENT
4033350023,118-18 UNION TURNPIKE ,QUEENS,11415,RENT
4033380030,83-40 AUSTIN STREET,QUEENS,11415,RENT
4033397501,111-50 70 AVENUE,QUEENS,11375,RENT
4033400036,111-39 76 ROAD,QUEENS,11375,RENT
4033410030,114-20 QUEENS BOULEVARD,QUEENS,11375,RENT
4033410037,111-45 76 DRIVE,QUEENS,11375,RENT
4033427501,111-56 76 DRIVE,QUEENS,11375,RENT
4033477501,119-45 UNION TURNPIKE,QUEENS,11375,RENT
4033547501,83-09 TALBOT STREET,QUEENS,11415,RENT
4033550106,83-00 LEFFERTS BOULEVARD,QUEENS,11415,RENT
4033550129,83-52 TALBOT STREET,QUEENS,11415,RENT
4033550136,83-74 TALBOT STREET,QUEENS,11415,RENT
4033550144,83-33 AUSTIN STREET,QUEENS,11415,RENT
4033560023,125-16 83 DRIVE ,QUEENS,11415,RENT
4033580040,45 KEW GARDENS ROAD ,QUEENS,11415,RENT
4033607501,125-10 QUEENS BOULEVARD ,QUEENS,11415,RENT
4036440030,65-05 CENTRAL AVENUE,QUEENS,11385,RENT
4045730001,160-15 POWELLS COVE BOULEVARD,QUEENS,11357,RENT
4045740041,162-01 POWELLS COVE BOULEVARD,QUEENS,11357,RENT
4045740061,162-21 POWELLS COVE BOULEVARD,QUEENS,11357,RENT
4045740071,162-41 POWELLS COVE BOULEVARD,QUEENS,11357,RENT
4045740104,166-41 POWELLS COVE BOULEVARD,QUEENS,11357,RENT
4045880001,7-15 162 STREET,QUEENS,11357,RENT
4045880023,162-10 POWELLS COVE BOULEVARD,QUEENS,11357,RENT
4045880024,162-30 POWELLS COVE BOULEVARD,QUEENS,11357,RENT
4045880036,7-04 166 STREET,QUEENS,11357,RENT
4045880038,7-24 166 STREET,QUEENS,11357,RENT
4045880051,162-31 9 AVENUE,QUEENS,11357,RENT
4045880052,162-11 9 AVENUE,QUEENS,11357,RENT
4045910066,11-01 162 STREET,QUEENS,11357,RENT
4045910075,10-21 162 STREET,QUEENS,11357,RENT
4045910082,10-11 162 STREET,QUEENS,11357,RENT
4045910083,9-05 162 STREET,QUEENS,11357,RENT
4045910096,10-01 162 STREET,QUEENS,11357,RENT
4045910103,162-20 9 AVENUE,QUEENS,11357,RENT
4045910109,162-40 9 AVENUE,QUEENS,11357,RENT
4045910118,9-20 166 STREET,QUEENS,11357,RENT
4045910129,10-10 166 STREET,QUEENS,11357,RENT
4046020030,9-05 166 STREET,QUEENS,11357,RENT
4046020034,9-15 166 STREET,QUEENS,11357,RENT
4046020120,167-15 12 AVENUE,QUEENS,11357,RENT
4046020125,167-05 12 AVENUE,QUEENS,11357,RENT
4046020131,166-25 12 AVENUE,QUEENS,11357,RENT
4046030002,7-25 166 STREET,QUEENS,11357,RENT
4046030018,166-10 POWELLS COVE BOULEVARD,QUEENS,11357,RENT
4046030019,166-26 POWELLS COVE BOULEVARD,QUEENS,11357,RENT
4046030032,166-40 POWELLS COVE BOULEVARD,QUEENS,11357,RENT
4046030034,166-35 9 AVENUE,QUEENS,11357,RENT
4046030048,166-31 9 AVENUE,QUEENS,11357,RENT
4047880008,30-11 PARSONS BOULEVARD,QUEENS,11354,RENT
4048070041,29-17 148 STREET,QUEENS,11354,RENT
4048070049,29-01 148 STREET,QUEENS,11354,RENT
4049810060,33-38 PARSONS BOULEVARD,QUEENS,11354,RENT
4049940017,140-16 34 AVENUE,QUEENS,11354,RENT
4049990033,149-43 35 AVENUE,QUEENS,11354,RENT
4050010001,34-25 150 PLACE,QUEENS,11354,RENT
4050020042,139-50 35 AVENUE,QUEENS,11354,RENT
4050020087,141-25 NORTHERN BOULEVARD,QUEENS,11354,RENT
4050030011,35-05 PARSONS BOULEVARD,QUEENS,11354,RENT
4050030015,144-16 35 AVENUE,QUEENS,11354,RENT
4050050059,147-25 NORTHERN BOULEVARD,QUEENS,11354,RENT
4050070001,149-35 NORTHERN BOULEVARD,QUEENS,11354,RENT
4050070022,35-10 150 STREET,QUEENS,11354,RENT
4050120051,36-20 PARSONS BOULEVARD,QUEENS,11354,RENT
4050160007,147-35 38 AVENUE,QUEENS,11354,RENT
4050200001,142-05 ROOSEVELT AVENUE,QUEENS,11354,RENT
4050230018,143-30 ROOSEVELT AVENUE,QUEENS,11354,RENT
4050230024,143-40 ROOSEVELT AVENUE,QUEENS,11354,RENT
4050230035,143-55 41 AVENUE ,QUEENS,11355,RENT
4050230039,143-43 41 AVENUE,QUEENS,11355,RENT
4050240001,38-25 PARSONS BOULEVARD,QUEENS,11354,RENT
4050240024,144-40 38 AVENUE,QUEENS,11354,RENT
4050250008,144-10 ROOSEVELT AVENUE,QUEENS,11354,RENT
4050250020,144-30 ROOSEVELT AVENUE,QUEENS,11354,RENT
4050267501,147-37 ROOSEVELT AVENUE,QUEENS,11354,RENT
4050400032,41-34 FRAME PLACE,QUEENS,11355,RENT
4050447501,41-25 KISSENA BOULEVARD,QUEENS,11355,RENT
4050457501,41-40 UNION STREET,QUEENS,11355,RENT
4050460010,142-20 41 AVENUE,QUEENS,11355,RENT
4050487502,41-07 BOWNE STREET,QUEENS,11355,RENT
4050490001,143-07 SANFORD AVENUE,QUEENS,11355,RENT
4050490019,143-36 BARCLAY AVENUE,QUEENS,11355,RENT
4050500020,144-44 41 AVENUE,QUEENS,11355,RENT
4050500031,144-70 41 AVENUE,QUEENS,11355,RENT
4050510001,144-07 SANFORD AVENUE,QUEENS,11355,RENT
4051010001,42-15 COLLEGE POINT BOULEVARD ,QUEENS,11355,RENT
4051010071,132-17 MAPLE AVENUE,QUEENS,11355,RENT
4051220029,134-54 MAPLE AVENUE,QUEENS,11355,RENT
4051230051,134-30 FRANKLIN AVENUE ,QUEENS,11355,RENT
4051240002,134-17 CHERRY AVENUE,QUEENS,11355,RENT
4051257501,13-40 DAHLIA AVENUE,QUEENS,11355,RENT
4051340059,136-35 MAPLE AVENUE ,QUEENS,11355,RENT
4051347501,42-20 KISSENA BOULEVARD,QUEENS,11355,RENT
4051350044,138-15 FRANKLIN AVENUE ,QUEENS,11355,RENT
4051350057,137-05 FRANKLIN AVENUE,QUEENS,11355,RENT
4051360037,42-42 COLDEN STREET,QUEENS,11355,RENT
4051370011,42-55 COLDEN STREET,QUEENS,11355,RENT
4051377502,137-10 FRANKLIN AVENUE,QUEENS,11355,RENT
4051450068,137-77 KISSENA BOULEVARD,QUEENS,11367,RENT
4051460027,137-40 45 AVENUE,QUEENS,11355,RENT
4051800001,42-65 KISSENA BOULEVARD,QUEENS,11355,RENT
4051800015,42-45 KISSENA BOULEVARD,QUEENS,11355,RENT
4051810001,142-05 FRANKLIN AVENUE,QUEENS,11355,RENT
4051850043,42-40 BOWNE STREET,QUEENS,11355,RENT
4051850054,140-65 BEECH AVENUE,QUEENS,11355,RENT
4051850077,140-35 BEECH AVENUE,QUEENS,11355,RENT
4051867501,43-55 KISSENA BOULEVARD,QUEENS,11355,RENT
4052000039,140-15 HOLLY AVENUE ,QUEENS,11355,RENT
4052817501,35-91 161 STREET,QUEENS,11358,RENT
4052940022,167-10 CROCHERON AVENUE,QUEENS,11358,RENT
4052947501,36-20 168 STREET,QUEENS,11358,RENT
4053110001,190-05 39 AVENUE,QUEENS,11358,RENT
4053250065,192-02 39 AVENUE,QUEENS,11358,RENT
4053280015,155-17 SANFORD AVENUE,QUEENS,11355,RENT
4053740023,144-44 SANFORD AVENUE,QUEENS,11355,RENT
4053740027,144-54 SANFORD AVENUE,QUEENS,11355,RENT
4053740038,144-76 SANFORD AVENUE,QUEENS,11355,RENT
4058720002,211-35 23 AVENUE,QUEENS,11360,RENT
4058780050,210-05 CORPORAL KENNEDY STREET,QUEENS,11360,RENT
4059380005,18-05 215 STREET ,QUEENS,11360,RENT
4059380007,18-15 215 STREET ,QUEENS,11360,RENT
4059580075,23-45 BELL BOULEVARD,QUEENS,11360,RENT
4059580100,23-25 BELL BOULEVARD,QUEENS,11360,RENT
4062050001,202-15 42 AVENUE,QUEENS,11361,RENT
4062160001,209-10 41 AVENUE,QUEENS,11361,RENT
4062270088,210-50 41 AVENUE,QUEENS,11361,RENT
4062770002,42-11 CORPORAL KENNEDY STREET,QUEENS,11361,RENT
4064850003,68-09 138 STREET,QUEENS,11367,RENT
4065370028,149-24 MELBOURNE AVENUE,QUEENS,11367,RENT
4065400003,150-10 MELBOURNE AVENUE,QUEENS,11367,RENT
4065420003,69-18 MELBOURNE AVENUE,QUEENS,11367,RENT
4066090007,138-06 78 AVENUE,QUEENS,11367,RENT
4066300030,77-30 MAIN STREET,QUEENS,11367,RENT
4066310001,141-24 78 AVENUE #2B,QUEENS,11367,RENT
4066320001,141-48 78 ROAD,QUEENS,11367,RENT
4066330001,141-02 79 AVENUE,QUEENS,11367,RENT
4066560063,70-04 KISSENA BOULEVARD,QUEENS,11367,RENT
4066690027,144-34 77 ROAD,QUEENS,11367,RENT
4066700001,78-11 MAIN STREET,QUEENS,11367,RENT
4066790006,147-07 72 ROAD,QUEENS,11367,RENT
4066800001,147-08 72 ROAD,QUEENS,11367,RENT
4066810001,72-60 150 STREET,QUEENS,11367,RENT
4066820018,147-40 73 AVENUE,QUEENS,11367,RENT
4066840002,147-09 75 ROAD,QUEENS,11367,RENT
4066900016,149-05 79 AVENUE,QUEENS,11367,RENT
4066980040,150-10 71 AVENUE,QUEENS,11367,RENT
4067010001,150-16 72 ROAD,QUEENS,11367,RENT
4067020001,150-18 72 DRIVE,QUEENS,11367,RENT
4067030002,150-16 73 AVENUE,QUEENS,11367,RENT
4067040001,150-18 75 AVENUE,QUEENS,11367,RENT
4067110027,150-15 79 AVENUE,QUEENS,11367,RENT
4067120032,150-10 79 AVENUE,QUEENS,11367,RENT
4067150002,81-26 150 STREET,QUEENS,11435,RENT
4067930126,154-02 71 AVENUE,QUEENS,11367,RENT
4068030002,72-24 KISSENA BOULEVARD,QUEENS,11367,RENT
4068070002,73-07 153 STREET,QUEENS,11367,RENT
4068080025,153-04 75 AVENUE,QUEENS,11367,RENT
4068520011,78-34 164 STREET,QUEENS,11366,RENT
4071150002,64-05 186 LANE,QUEENS,11365,RENT
4071170002,189-15 73 AVENUE,QUEENS,11366,RENT
4071170003,188-02 64 AVENUE,QUEENS,11365,RENT
4071170006,194-05 67 AVENUE,QUEENS,11365,RENT
4071170008,67-00 192 STREET,QUEENS,11365,RENT
4071170051,196-66 69 AVENUE,QUEENS,11365,RENT
4071170189,193-02 HOR HARDING EXPWY SR S,QUEENS,11365,RENT
4071170300,188-00 PECK AVENUE,QUEENS,11365,RENT
4071170401,196-14 69 AVENUE ,QUEENS,11365,RENT
4073420028,46-11 215 PLACE,QUEENS,11361,RENT
4073480001,215-28 47 AVENUE,QUEENS,11361,RENT
4073490001,47-15 216 STREET,QUEENS,11361,RENT
4074740050,220-55 46 AVENUE ,QUEENS,11361,RENT
4076440002,61-53 SPRINGFIELD BOULEVARD ,QUEENS,11364,RENT
4076600002,224-65 64 AVENUE,QUEENS,11364,RENT
4076720002,224-01 69 AVENUE,QUEENS,11364,RENT
4077320002,73-50 BELL BOULEVARD ,QUEENS,11364,RENT
4077320150,210-11 75 AVENUE,QUEENS,11364,RENT
4077480500,213-06 75 AVENUE ,QUEENS,11364,RENT
4077610060,216-10 77 AVENUE,QUEENS,11364,RENT
4078420033,224-06 SPRINGFIELD BOULEVARD,QUEENS,11364,RENT
4079120050,226-26 UNION TURNPIKE,QUEENS,11364,RENT
4080920033,44-30 DOUGLASTON PARKWAY,QUEENS,11363,RENT
4081070024,43-25 DOUGLASTON PARKWAY,QUEENS,11363,RENT
4081780008,241-20 NORTHERN BOULEVARD,QUEENS,11362,RENT
4082560108,54-40 LITTLE NECK PARKWAY,QUEENS,11362,RENT
4084890001,269 GRAND CENTRAL PARKWAY,QUEENS,11005,RENT
4087620001,268-18 82 AVENUE ,QUEENS,11040,RENT
4088920050,86-22 98 STREET,QUEENS,11421,RENT
4091860049,86-03 102 STREET,QUEENS,11418,RENT
4092040009,86-10 109 STREET,QUEENS,11418,RENT
4092090049,83-84 116 STREET,QUEENS,11418,RENT
4092090055,115-25 84 AVENUE ,QUEENS,11418,RENT
4092310091,83-15 LEFFERTS BOULEVARD,QUEENS,11415,RENT
4092340040,84-37 118 STREET,QUEENS,11415,RENT
4092460305,124-16 84 ROAD,QUEENS,11415,RENT
4092650001,85-11 LEFFERTS BOULEVARD,QUEENS,11415,RENT
4096290001,131-11 KEW GARDENS ROAD ,QUEENS,11418,RENT
4096310232,123-40 83 AVENUE,QUEENS,11415,RENT
4096517501,85-15 MAIN STREET,QUEENS,11435,RENT
4096600015,82-35 134 STREET,QUEENS,11435,RENT
4096650001,83-20 141 STREET,QUEENS,11435,RENT
4096660001,139-15 83 AVENUE,QUEENS,11435,RENT
4096970001,150-01 88 AVENUE,QUEENS,11432,RENT
4097110032,139-21 85 DRIVE,QUEENS,11435,RENT
4097110075,139-79 85 DRIVE ,QUEENS,11435,RENT
4097110125,139-05 85 DRIVE,QUEENS,11435,RENT
4097120169,142-20 84 DRIVE,QUEENS,11435,RENT
4097130102,140-18 BURDEN CRESCENT,QUEENS,11435,RENT
4097130163,140-17 84 DRIVE,QUEENS,11435,RENT
4097140018,141-05 PERSHING CRESCENT,QUEENS,11435,RENT
4097140075,84-23 MANTON STREET,QUEENS,11435,RENT
4097140152,141-60 84 ROAD,QUEENS,11435,RENT
4097150220,140-55 BURDEN CRESCENT,QUEENS,11435,RENT
4097150228,140-21 84 DRIVE,QUEENS,11435,RENT
4097160102,84-35 LANDER STREET,QUEENS,11435,RENT
4097180002,84-01 MAIN STREET,QUEENS,11435,RENT
4097360108,143-25 84 DRIVE,QUEENS,11435,RENT
4097380114,143-50 HOOVER AVENUE,QUEENS,11435,RENT
4097400142,147-10 84 ROAD #78,QUEENS,11435,RENT
4097550050,155-01 90 AVENUE,QUEENS,11432,RENT
4097580006,89-15 PARSONS BOULEVARD,QUEENS,11432,RENT
4097580021,160-10 89 AVENUE,QUEENS,11432,RENT
4097930069,89-38 164 STREET,QUEENS,11432,RENT
4098030009,89-21 169 STREET,QUEENS,11432,RENT
4098030015,89-07 169 STREET,QUEENS,11432,RENT
4098030024,89-12 170 STREET,QUEENS,11432,RENT
4098070073,89-23 171 STREET,QUEENS,11432,RENT
4098240043,170-06 88 AVENUE #89,QUEENS,11432,RENT
4098290048,87-70 173 STREET,QUEENS,11432,RENT
4098340041,175-45 88 AVENUE #115,QUEENS,11432,RENT
4098350003,175-01 HILLSIDE AVENUE,QUEENS,11432,RENT
4098350033,177-30 WEXFORD TERRACE,QUEENS,11432,RENT
4098360022,164-20 HIGHLAND AVENUE,QUEENS,11432,RENT
4098370044,87-15 165 STREET,QUEENS,11432,RENT
4098370080,165-20 HIGHLAND AVENUE,QUEENS,11432,RENT
4098380089,87-05 166 STREET,QUEENS,11432,RENT
4098440005,170-10 CEDARCROFT ROAD,QUEENS,11432,RENT
4098450027,172-70 HIGHLAND AVENUE,QUEENS,11432,RENT
4098450086,172-90 HIGHLAND AVENUE,QUEENS,11432,RENT
4098460011,86-47 HIGHLAND AVENUE,QUEENS,11432,RENT
4098590088,84-49 168 STREET,QUEENS,11432,RENT
4098600040,84-50 169 STREET #125,QUEENS,11432,RENT
4098840032,86-15 AVA PLACE ,QUEENS,11432,RENT
4098840043,175-06 DEVONSHIRE ROAD,QUEENS,11432,RENT
4099130059,88-50 179 STREET,QUEENS,11432,RENT
4099440001,87-01 MIDLAND PARKWAY,QUEENS,11432,RENT
4099510011,182-25 WEXFORD TERRACE,QUEENS,11432,RENT
4099540049,87-46 CHELSEA STREET,QUEENS,11432,RENT
4105900100,86-50 FRANCIS LEWIS BOULEVARD,QUEENS,11427,RENT
4105920150,210-10 GRND CNTRL PARKWAY SR E,QUEENS,11427,RENT
4105930002,86-09 GRAND CENTRL PARKWAY,QUEENS,11427,RENT
4105990100,206-09 86 ROAD,QUEENS,11427,RENT
4107410178,94-03 222 STREET,QUEENS,11428,RENT
4107410184,93-45 222 STREET,QUEENS,11428,RENT
4114460001,84-09 155 AVENUE,QUEENS,11414,RENT
4114460012,84-10 153 AVENUE ,QUEENS,11414,RENT
4114460050,84-40 153 AVENUE,QUEENS,11414,RENT
4124580421,187-04 120 AVENUE,QUEENS,11412,RENT+INCOME
4124830030,123-27 MERRICK BOULEVARD,QUEENS,11434,RENT
4155550018,10-36 NEILSON STREET,QUEENS,11691,RENT
4156650001,23-34 MOTT AVENUE,QUEENS,11691,RENT
4157390001,29-03 BESSEMUND AVENUE,QUEENS,11691,RENT
4157800020,20-20 SEAGIRT BOULEVARD,QUEENS,11691,RENT
4158150220,20-55 SEAGIRT BOULEVARD ,QUEENS,11691,RENT
4162260062,160 BEACH 117 STREET,QUEENS,11694,RENT
4162270037,117-12 OCEAN PROMENADE ,QUEENS,11694,RENT
4162337501,123-10 OCEAN PROMENADE,QUEENS,11694,RENT
5000220070,201 HAMILTON AVENUE,STATEN ISLAND,10301,RENT+INCOME
5001690001,60 NORTH BURGHER AVENUE,STATEN ISLAND,10310,RENT+INCOME
5005930590,22 ARLO ROAD,STATEN ISLAND,10301,RENT
5005950015,22 HOWARD AVENUE ,STATEN ISLAND,10301,RENT
5006157501,31 JAKE COURT,STATEN ISLAND,10304,RENT
5011330085,165 TRANTOR PLACE #93,STATEN ISLAND,10302,RENT
5014940050,360 WILLOW ROAD WEST,STATEN ISLAND,10314,RENT
5028670214,30 KIMBERLY LANE,STATEN ISLAND,10304,RENT+INCOME
5031910061,1160 RICHMOND ROAD,STATEN ISLAND,10304,RENT
5035857501,100 COLFAX AVENUE,STATEN ISLAND,10306,RENT
5035857502,145 LINCOLN AVENUE,STATEN ISLAND,10306,RENT
5039830001,655 TYSENS LANE,STATEN ISLAND,10306,RENT
5039830045,245 MILL ROAD,STATEN ISLAND,10306,RENT
5050160005,25 BAY TERRACE,STATEN ISLAND,10306,RENT
,,,,
BBL,ADDRESS,BOROUGH,ZIP CODE,ZIP CODE
1000420001,100 MAIDEN LANE ,MANHATTAN,10038,INCOME/ARTICLE
1000420022,10 LIBERTY STREET ,MANHATTAN,10005,INCOME/ARTICLE
1000787510,110 FULTON STREET,MANHATTAN,10038,INCOME/ARTICLE
1000880014,10 BARCLAY STREET,MANHATTAN,10007,INCOME/ARTICLE
1000900017,113 NASSAU STREET,MANHATTAN,10038,INCOME/ARTICLE
1000970018,213 FRONT STREET,MANHATTAN,10038,INCOME/ARTICLE
1001427501,99 WARREN STREET,MANHATTAN,10007,INCOME/ARTICLE
1001700020,111 WORTH STREET,MANHATTAN,10013,INCOME/ARTICLE
1001730027,343 BROADWAY,MANHATTAN,10013,INCOME/ARTICLE
1001980126,125 WALKER STREET ,MANHATTAN,10013,INCOME/ARTICLE
1002430056,645 WATER STREET ,MANHATTAN,10002,INCOME
1002440019,605 WATER STREET,MANHATTAN,10002,INCOME
1002440040,621 WATER STREET,MANHATTAN,10002,INCOME/ARTICLE
1002467501,291 CHERRY STREET,MANHATTAN,10002,INCOME
1002470001,265 CHERRY STREET,MANHATTAN,10002,INCOME/ARTICLE
1002480015,82 RUTGERS SLIP,MANHATTAN,10002,INCOME/ARTICLE
1002480070,80 RUTGERS SLIP,MANHATTAN,10002,INCOME/ARTICLE
1002530001,100 CHERRY STREET,MANHATTAN,10002,INCOME
1002590001,604 WATER STREET,MANHATTAN,10002,INCOME
1002590071,35 MONTGOMERY STREET ,MANHATTAN,10002,INCOME/ARTICLE
1002670001,305 MADISON STREET ,MANHATTAN,10002,INCOME
1002857501,179 HENRY STREET,MANHATTAN,10002,INCOME/ARTICLE
1002890001,1 BOWERY,MANHATTAN,10002,INCOME
1003330001,87 DELANCEY STREET ,MANHATTAN,10002,INCOME
1003360005,15 17 BIALYSTOKER PLACE,MANHATTAN,10002,INCOME/ARTICLE
1003410001,460 GRAND STREET,MANHATTAN,10002,INCOME/ARTICLE
1003410058,144 CLINTON STREET ,MANHATTAN,10002,INCOME/ARTICLE
1003410060,165 BROOME STREET ,MANHATTAN,10002,INCOME
1003410070,131 BROOME STREET,MANHATTAN,10002,INCOME/ARTICLE
1003410075,157 BROOME STREET,MANHATTAN,10002,INCOME/ARTICLE
1003430043,80 RIDGE STREET,MANHATTAN,10002,INCOME/ARTICLE
1003440017,129 135 RIDGE STREET,MANHATTAN,10002,INCOME/ARTICLE
1003450048,115 PITT STREET,MANHATTAN,10002,INCOME/ARTICLE
1003450058,133 PITT STREET,MANHATTAN,10002,INCOME/ARTICLE
1003460001,50 NORFOLK STREET,MANHATTAN,10002,INCOME/ARTICLE
1003467501,145 CLINTON STREET,MANHATTAN,10002,INCOME/ARTICLE
1003477501,175 DELANCEY STREET,MANHATTAN,10002,INCOME/ARTICLE
1003527501,125 DELANCEY STREET,MANHATTAN,10002,INCOME/ARTICLE
1003530052,108 NORFOLK STREET,MANHATTAN,10002,INCOME/ARTICLE
1003540001,140 ESSEX STREET ,MANHATTAN,10002,INCOME/ARTICLE
1003720012,278 EAST 3 STREET,MANHATTAN,10009,INCOME/ARTICLE
1003720018,290 EAST 3 STREET,MANHATTAN,10009,INCOME/ARTICLE
1003720026,306 EAST 3 STREET,MANHATTAN,10009,INCOME
1003727503,302 EAST 2 STREET ,MANHATTAN,10009,INCOME/ARTICLE
1003730023,340 EAST 4 STREET,MANHATTAN,10009,INCOME
1003730051,299 EAST 3 STREET,MANHATTAN,10009,INCOME/ARTICLE
1003740025,734 EAST 5 STREET,MANHATTAN,10009,INCOME/ARTICLE
1003740043,353 EAST 4 STREET,MANHATTAN,10009,INCOME/ARTICLE
1003760058,711 EAST 6 STREET ,MANHATTAN,10009,INCOME
1003770026,390 EAST 8 STREET ,MANHATTAN,10009,INCOME/ARTICLE
1003777503,101 AVENUE D,MANHATTAN,10009,INCOME/ARTICLE
1003780010,710 EAST 9 STREET,MANHATTAN,10009,INCOME/ARTICLE
1003780017,720 EAST 9 STREET,MANHATTAN,10009,INCOME
1003790053,717 EAST 9 STREET,MANHATTAN,10009,INCOME
1003820001,188 AVENUE C,MANHATTAN,10009,INCOME/ARTICLE
1003820100,162 AVENUE C ,MANHATTAN,10009,INCOME
1003850019,228 EAST 3 STREET,MANHATTAN,10009,INCOME/ARTICLE
1003850049,242 EAST 2 STREET,MANHATTAN,10009,INCOME/ARTICLE
1003860015,258 EAST 4 STREET,MANHATTAN,10009,INCOME/ARTICLE
