BBL,ADDRESS,BOROUGH,ZIP CODE,LIST
1007310001,460 WEST 34 STREET,MANHATTAN,10001,ALL
1007310065,440 WEST 34 STREET,MANHATTAN,10001,ALL
1007320001,461 WEST 34 STREET,MANHATTAN,10001,ALL
1007320025,413 WEST 34 STREET,MANHATTAN,10001,ALL
1007320058,444 WEST 35 STREET,MANHATTAN,10001,ALL
1007320070,444 10 AVENUE,MANHATTAN,10001,ALL
1007327501,441 9 AVENUE,MANHATTAN,10001,ALL
1007347501,438 WEST 37 STREET,MANHATTAN,10018,ALL
1007347502,450 WEST 37 STREET,MANHATTAN,10018,ALL
1007387502,366 WEST 15 STREET,MANHATTAN,10011,ALL
1007387504,345 WEST 14 STREET,MANHATTAN,10014,ALL
1007390001,111 8 AVENUE,MANHATTAN,10011,ALL
1007400001,363 WEST 16 STREET,MANHATTAN,10011,ALL
1007400013,335 WEST 16 STREET,MANHATTAN,10011,ALL
1007400037,139 8 AVENUE,MANHATTAN,10011,ALL
1007407501,127 8 AVENUE,MANHATTAN,10011,ALL
1007407502,346 WEST 17 STREET,MANHATTAN,10011,ALL
1007410010,330 WEST 18 STREET,MANHATTAN,10011,ALL
1007420007,335 WEST 18 STREET,MANHATTAN,10011,ALL
1007437501,300 WEST 20 STREET,MANHATTAN,10011,ALL
1007440024,315 WEST 20 STREET,MANHATTAN,10011,ALL
1007450040,231 8 AVENUE,MANHATTAN,10011,ALL
1007460060,334 WEST 23 STREET,MANHATTAN,10011,ALL
1007467502,344 WEST 23 STREET,MANHATTAN,10011,ALL
1007467507,350 WEST 23 STREET,MANHATTAN,10011,ALL
1007470028,315 WEST 23 STREET,MANHATTAN,10011,ALL
1007530078,342 9 AVENUE,MANHATTAN,10001,ALL
1007537503,300 WEST 30 STREET,MANHATTAN,10001,ALL
1007540016,345 WEST 30 STREET,MANHATTAN,10001,ALL
1007540031,313 WEST 30 STREET,MANHATTAN,10001,ALL
1007540051,320 WEST 31 STREET,MANHATTAN,10001,ALL
1007540063,340 WEST 31 STREET,MANHATTAN,10001,ALL
1007540068,350 WEST 31 STREET,MANHATTAN,10001,ALL
1007540078,362 9 AVENUE,MANHATTAN,10001,ALL
1007557501,441 8 AVENUE,MANHATTAN,10001,ALL
1007559040,441 8 AVENUE,MANHATTAN,10001,ALL
1007570001,420 9 AVENUE,MANHATTAN,10001,ALL
1007570017,325 WEST 33 STREET,MANHATTAN,10001,ALL
1007570022,315 WEST 33 STREET,MANHATTAN,10001,ALL
1007570031,461 8 AVENUE,MANHATTAN,10001,ALL
1007570054,330 WEST 34 STREET,MANHATTAN,10001,ALL
1007570066,354 WEST 34 STREET,MANHATTAN,10001,ALL
1007580025,323 WEST 34 STREET,MANHATTAN,10001,ALL
1007580028,315 WEST 34 STREET,MANHATTAN,10001,ALL
1007580037,481 8 AVENUE,MANHATTAN,10001,ALL
1007580082,440 9 AVENUE,MANHATTAN,10001,ALL
1007587501,333 WEST 34 STREET,MANHATTAN,10001,ALL
1007590008,357 WEST 35 STREET,MANHATTAN,10001,ALL
1007590014,345 WEST 35 STREET,MANHATTAN,10001,ALL
1007590018,335 WEST 35 STREET,MANHATTAN,10001,ALL
1007590026,325 WEST 35 STREET,MANHATTAN,10001,ALL
1007590031,315 WEST 35 STREET,MANHATTAN,10001,ALL
1007590037,501 8 AVENUE,MANHATTAN,10018,ALL
1007590045,519 8 AVENUE,MANHATTAN,10018,ALL
1007590049,310 WEST 36 STREET,MANHATTAN,10018,ALL
1007590055,320 WEST 36 STREET,MANHATTAN,10018,ALL
1007590061,338 WEST 36 STREET,MANHATTAN,10018,ALL
1007590072,356 WEST 36 STREET,MANHATTAN,10018,ALL
1007600007,361 WEST 36 STREET,MANHATTAN,10018,ALL
1007600012,347 WEST 36 STREET,MANHATTAN,10018,ALL
1007600018,341 WEST 36 STREET,MANHATTAN,10018,ALL
1007600020,337 WEST 36 STREET,MANHATTAN,10018,ALL
1007600021,329 WEST 36 STREET,MANHATTAN,10018,ALL
1007600026,315 WEST 36 STREET,MANHATTAN,10018,ALL
1007600032,307 WEST 36 STREET,MANHATTAN,10018,ALL
1007600039,523 8 AVENUE,MANHATTAN,10018,ALL
1007600043,531 8 AVENUE,MANHATTAN,10018,ALL
1007600051,312 WEST 37 STREET,MANHATTAN,10018,ALL
1007600055,320 WEST 37 STREET,MANHATTAN,10018,ALL
1007600058,326 WEST 37 STREET,MANHATTAN,10018,ALL
1007600063,336 WEST 37 STREET,MANHATTAN,10018,ALL
1007607501,315 WEST 36 STREET,MANHATTAN,10018,ALL
1007610007,349 WEST 37 STREET,MANHATTAN,10018,ALL
1007610022,313 WEST 37 STREET,MANHATTAN,10018,ALL
1007610028,307 WEST 37 STREET,MANHATTAN,10018,ALL
1007610033,545 8 AVENUE,MANHATTAN,10018,ALL
1007610037,555 8 AVENUE,MANHATTAN,10018,ALL
1007610041,306 WEST 38 STREET,MANHATTAN,10018,ALL
1007610053,330 WEST 38 STREET,MANHATTAN,10018,ALL
1007610059,344 WEST 38 STREET,MANHATTAN,10018,ALL
1007610062,350 WEST 38 STREET,MANHATTAN,10018,ALL
1007620006,351 WEST 38 STREET,MANHATTAN,10018,ALL
1007620011,341 WEST 38TH STREET,MANHATTAN,10018,ALL
1007620014,335 WEST 38 STREET,MANHATTAN,10018,ALL
1007620016,333 WEST 38 STREET,MANHATTAN,10018,ALL
1007620019,325 WEST 38 STREET,MANHATTAN,10018,ALL
1007620033,575 8 AVENUE,MANHATTAN,10018,ALL
1007620038,585 8 AVENUE,MANHATTAN,10018,ALL
1007620042,589 8 AVENUE,MANHATTAN,10018,ALL
1007620046,310 WEST 39 STREET,MANHATTAN,10018,ALL
1007620050,318 WEST 39 STREET,MANHATTAN,10018,ALL
1007620061,338 WEST 39 STREET,MANHATTAN,10018,ALL
1007620067,350 WEST 39 STREET,MANHATTAN,10018,ALL
1007627502,502 9 AVENUE,MANHATTAN,10018,ALL
1007627503,307 WEST 38 STREET,MANHATTAN,10018,ALL
1007630008,353 WEST 39 STREET,MANHATTAN,10018,ALL
1007630012,343 WEST 39 STREET,MANHATTAN,10018,ALL
1007630013,341 WEST 39 STREET,MANHATTAN,10018,ALL
1007630014,337 WEST 39 STREET,MANHATTAN,10018,ALL
1007630018,333 WEST 39 STREET,MANHATTAN,10018,ALL
1007630024,315 WEST 39 STREET,MANHATTAN,10018,ALL
1007630028,311 WEST 39 STREET,MANHATTAN,10018,ALL
1007630034,601 8 AVENUE,MANHATTAN,10018,ALL
1007630047,310 WEST 40 STREET,MANHATTAN,10018,ALL
1007630049,314 WEST 40 STREET,MANHATTAN,10018,ALL
1007630054,326 WEST 40 STREET,MANHATTAN,10018,ALL
1007630056,330 WEST 40 STREET,MANHATTAN,10018,ALL
1007630060,334 WEST 40 STREET,MANHATTAN,10018,ALL
1007630065,342 WEST 40 STREET,MANHATTAN,10018,ALL
1007630067,346 WEST 40 STREET,MANHATTAN,10018,ALL
1007637502,323 WEST 39 STREET,MANHATTAN,10018,ALL
1007637503,305 WEST 39 STREET,MANHATTAN,10018,ALL
1007639008,347 WEST 39 STREET,MANHATTAN,10018,ALL
1007640001,80 8 AVENUE,MANHATTAN,10011,ALL
1007640010,251 WEST 14 STREET,MANHATTAN,10011,ALL
1007647503,245 WEST 14 STREET,MANHATTAN,10011,ALL
1007647504,209 WEST 14 STREET,MANHATTAN,10011,ALL
1007650035,78 7 AVENUE,MANHATTAN,10011,ALL
1007660053,214 WEST 17 STREET,MANHATTAN,10011,ALL
1007660061,230 WEST 17 STREET,MANHATTAN,10011,ALL
1007667502,124 8 AVENUE,MANHATTAN,10011,ALL
1007667503,206 WEST 17 STREET,MANHATTAN,10011,ALL
1007667504,246 WEST 17 STREET,MANHATTAN,10011,ALL
1007670012,249 WEST 17 STREET,MANHATTAN,10011,ALL
1007670015,245 WEST 17 STREET,MANHATTAN,10011,ALL
1007670019,227 WEST 17 STREET,MANHATTAN,10011,ALL
1007670054,218 WEST 18 STREET,MANHATTAN,10011,ALL
1007670068,250 WEST 18 STREET,MANHATTAN,10011,ALL
1007677502,257 WEST 17 STREET,MANHATTAN,10011,ALL
1007677503,201 WEST 17 STREET,MANHATTAN,10011,ALL
1007677504,224 WEST 18 STREET,MANHATTAN,10011,ALL
1007677505,210 WEST 18 STREET,MANHATTAN,10011,ALL
1007677506,221 WEST 17 STREET,MANHATTAN,10011,ALL
1007680020,217 WEST 18 STREET,MANHATTAN,10011,ALL
1007680050,220 WEST 19 STREET,MANHATTAN,10011,ALL
1007680059,238 WEST 19 STREET,MANHATTAN,10011,ALL
1007690031,205 WEST 19 STREET,MANHATTAN,10011,ALL
1007697506,217 WEST 19 STREET,MANHATTAN,10011,ALL
1007700059,234 WEST 21 STREET,MANHATTAN,10011,ALL
1007710038,188 7 AVENUE,MANHATTAN,10011,ALL
1007720047,204 WEST 23 STREET,MANHATTAN,10011,ALL
1007720064,216 WEST 23 STREET,MANHATTAN,10011,ALL
1007720075,256 WEST 23 STREET,MANHATTAN,10011,ALL
1007730022,241 WEST 23 STREET,MANHATTAN,10011,ALL
1007730024,235 WEST 23 STREET,MANHATTAN,10011,ALL
1007730044,232 7 AVENUE,MANHATTAN,10011,ALL
1007737501,200 WEST 24 STREET,MANHATTAN,10011,ALL
1007737502,213 WEST 23 STREET,MANHATTAN,10011,ALL
1007740008,253 WEST 24 STREET,MANHATTAN,10011,ALL
1007740019,233 WEST 24 STREET,MANHATTAN,10011,ALL
1007747501,252 7 AVENUE,MANHATTAN,10001,ALL
1007750017,231 WEST 25 STREET,MANHATTAN,10001,ALL
1007750022,219 WEST 25 STREET,MANHATTAN,10001,ALL
1007750058,226 WEST 26 STREET,MANHATTAN,10001,ALL
1007750060,236 WEST 26 STREET,MANHATTAN,10001,ALL
1007750064,250 WEST 26 STREET,MANHATTAN,10001,ALL
1007757501,217 WEST 25 STREET,MANHATTAN,10001,ALL
1007757503,261 WEST 25 STREET,MANHATTAN,10001,ALL
1007760001,322 8 AVENUE,MANHATTAN,10001,ALL
1007760012,241 WEST 26 STREET,MANHATTAN,10001,ALL
1007760017,233 WEST 26 STREET,MANHATTAN,10001,ALL
1007760021,221 WEST 26 STREET,MANHATTAN,10001,ALL
1007760033,210 WEST 27 STREET,MANHATTAN,10001,ALL
1007760040,282 7 AVENUE,MANHATTAN,10001,ALL
1007760047,220 WEST 27 STREET,MANHATTAN,10001,ALL
1007760055,230 WEST 27 STREET,MANHATTAN,10001,ALL
1007760059,236 WEST 27 STREET,MANHATTAN,10001,ALL
1007760065,250 WEST 27 STREET,MANHATTAN,10001,ALL
1007770001,340 8 AVENUE,MANHATTAN,10001,ALL
1007770018,243 WEST 27 STREET,MANHATTAN,10001,ALL
1007770037,300 7 AVENUE,MANHATTAN,10001,ALL
1007780007,253 WEST 28 STREET,MANHATTAN,10001,ALL
1007780018,241 WEST 28 STREET,MANHATTAN,10001,ALL
1007780020,239 WEST 28 STREET,MANHATTAN,10001,ALL
1007780025,225 WEST 28 STREET,MANHATTAN,10001,ALL
1007780034,207 WEST 28 STREET,MANHATTAN,10001,ALL
1007780036,322-326 7TH AVENUE,MANHATTAN,10001,ALL
1007780043,330 7 AVENUE,MANHATTAN,10001,ALL
1007780048,214 WEST 29 STREET,MANHATTAN,10001,ALL
1007780052,224 WEST 29 STREET,MANHATTAN,10001,ALL
1007780057,232 WEST 29 STREET,MANHATTAN,10001,ALL
1007780070,252 WEST 29 STREET,MANHATTAN,10001,ALL
1007787501,261 WEST 28 STREET,MANHATTAN,10001,ALL
1007787502,215 WEST 28 STREET ST,MANHATTAN,10001,ALL
1007790010,249 WEST 29 STREET,MANHATTAN,10001,ALL
1007790013,241 WEST 29 STREET,MANHATTAN,10001,ALL
1007790023,227 WEST 29 STREET,MANHATTAN,10001,ALL
1007790027,221 WEST 29 STREET,MANHATTAN,10001,ALL
1007790039,350 7 AVENUE,MANHATTAN,10001,ALL
1007790041,352 7 AVENUE,MANHATTAN,10001,ALL
1007790052,214 WEST 30 STREET,MANHATTAN,10001,ALL
1007790057,224 WEST 30 STREET,MANHATTAN,10001,ALL
1007790063,236 WEST 30 STREET,MANHATTAN,10001,ALL
1007790066,242 WEST 30 STREET,MANHATTAN,10001,ALL
1007790075,400 8 AVENUE,MANHATTAN,10001,ALL
1007797501,252 WEST 30 STREET,MANHATTAN,10001,ALL
1007800007,259 WEST 30 STREET,MANHATTAN,10001,ALL
1007800013,247 WEST 30 STREET,MANHATTAN,10001,ALL
1007800015,243 WEST 30 STREET,MANHATTAN,10001,ALL
1007800019,225 WEST 30 STREET,MANHATTAN,10001,ALL
1007800036,370 7 AVENUE,MANHATTAN,10001,ALL
1007800071,254 WEST 31 STREET,MANHATTAN,10001,ALL
1007807501,406 8 AVENUE,MANHATTAN,10001,ALL
1007819001,420 8 AVENUE,MANHATTAN,10001,ALL
1007819002,2 PENN PLAZA,MANHATTAN,10001,ALL
1007830034,420 7 AVENUE,MANHATTAN,10001,ALL
1007830070,250 WEST 34 STREET,MANHATTAN,10001,ALL
1007840008,12 PENN PLAZA,MANHATTAN,10001,ALL
1007840012,255 WEST 34 STREET,MANHATTAN,10001,ALL
1007840019,225 WEST 34 STREET,MANHATTAN,10001,ALL
1007840028,223 WEST 34 STREET,MANHATTAN,10001,ALL
1007840041,450 7 AVENUE,MANHATTAN,10001,ALL
1007840051,212 WEST 35 STREET,MANHATTAN,10001,ALL
1007840054,218 WEST 35 STREET,MANHATTAN,10001,ALL
1007840060,224 WEST 35 STREET,MANHATTAN,10001,ALL
1007840064,240 WEST 35 STREET,MANHATTAN,10001,ALL
1007840068,248 WEST 35 STREET,MANHATTAN,10001,ALL
1007840071,254 WEST 35 STREET,MANHATTAN,10001,ALL
1007840074,260 WEST 35 STREET,MANHATTAN,10001,ALL
1007840077,494 8 AVENUE,MANHATTAN,10001,ALL
1007850001,500 8 AVENUE,MANHATTAN,10018,ALL
1007850007,261 WEST 35 STREET,MANHATTAN,10001,ALL
1007850011,253 WEST 35 STREET,MANHATTAN,10001,ALL
1007850015,247 WEST 35 STREET,MANHATTAN,10001,ALL
1007850018,237 WEST 35 STREET,MANHATTAN,10001,ALL
1007850023,233 WEST 35 STREET,MANHATTAN,10001,ALL
1007850025,225 WEST 35 STREET,MANHATTAN,10001,ALL
1007850029,213 WEST 35 STREET,MANHATTAN,10001,ALL
1007850037,462 7 AVENUE,MANHATTAN,10018,ALL
1007850041,470 7 AVENUE,MANHATTAN,10018,ALL
1007850067,242 WEST 36 STREET,MANHATTAN,10018,ALL
1007850073,256 WEST 36 STREET,MANHATTAN,10018,ALL
1007850075,260 WEST 36 STREET,MANHATTAN,10018,ALL
1007860001,520 8 AVENUE,MANHATTAN,10018,ALL
1007860013,255 WEST 36 STREET,MANHATTAN,10018,ALL
1007860020,241 WEST 36 STREET,MANHATTAN,10018,ALL
1007860023,229 WEST 36 STREET,MANHATTAN,10018,ALL
1007860042,488 7 AVENUE,MANHATTAN,10018,ALL
1007860051,498 7 AVENUE,MANHATTAN,10018,ALL
1007860062,222 WEST 37 STREET,MANHATTAN,10018,ALL
1007860064,226 WEST 37 STREET,MANHATTAN,10018,ALL
1007860068,240 WEST 37 STREET,MANHATTAN,10018,ALL
1007860076,252 WEST 37 STREET,MANHATTAN,10018,ALL
1007870001,540 8 AVENUE,MANHATTAN,10018,ALL
1007870011,247 WEST 37 STREET,MANHATTAN,10018,ALL
1007870020,241 WEST 37 STREET,MANHATTAN,10018,ALL
1007870023,237 WEST 37 STREET,MANHATTAN,10018,ALL
1007870025,225 WEST 37 STREET,MANHATTAN,10018,ALL
1007870040,500 7 AVENUE,MANHATTAN,10018,ALL
1007870044,512 7 AVENUE,MANHATTAN,10018,ALL
1007870059,230 WEST 38 STREET,MANHATTAN,10018,ALL
1007870065,242 WEST 38 STREET,MANHATTAN,10018,ALL
1007870067,246 WEST 38 STREET,MANHATTAN,10018,ALL
1007870070,252 WEST 38 STREET,MANHATTAN,10018,ALL
1007870072,256 WEST 38 STREET,MANHATTAN,10018,ALL
1007870076,262 WEST 38 STREET,MANHATTAN,10018,ALL
1007870084,554 8 AVENUE,MANHATTAN,10018,ALL
1007880004,580 8 AVENUE,MANHATTAN,10018,ALL
1007880008,584 8 AVENUE,MANHATTAN,10018,ALL
1007880011,263 WEST 38 STREET,MANHATTAN,10018,ALL
1007880016,257 WEST 38 STREET,MANHATTAN,10018,ALL
1007880019,247 WEST 38 STREET,MANHATTAN,10018,ALL
1007880026,223 WEST 38 STREET,MANHATTAN,10018,ALL
1007880037,209 WEST 38 STREET,MANHATTAN,10018,ALL
1007880049,530 7 AVENUE,MANHATTAN,10018,ALL
1007880064,230 WEST 39 STREET,MANHATTAN,10018,ALL
1007880066,234 WEST 39 STREET,MANHATTAN,10018,ALL
1007880071,244 WEST 39 STREET,MANHATTAN,10018,ALL
1007880073,250 WEST 39 STREET,MANHATTAN,10018,ALL
1007880078,260 WEST 39 STREET,MANHATTAN,10018,ALL
1007880086,594 8 AVENUE,MANHATTAN,10018,ALL
1007887501,214 WEST 39 STREET,MANHATTAN,10018,ALL
1007890001,600 8 AVENUE,MANHATTAN,10018,ALL
1007890009,257 WEST 39 STREET,MANHATTAN,10018,ALL
1007890014,251 WEST 39 STREET,MANHATTAN,10018,ALL
1007890021,231 WEST 39 STREET,MANHATTAN,10018,ALL
1007890027,225 WEST 39 STREET,MANHATTAN,10018,ALL
1007890030,205 WEST 39 STREET,MANHATTAN,10018,ALL
1007890036,550 7 AVENUE,MANHATTAN,10018,ALL
1007890040,552 7 AVENUE,MANHATTAN,10018,ALL
1007890044,202 WEST 40 STREET,MANHATTAN,10018,ALL
1007890052,218 WEST 40 STREET,MANHATTAN,10018,ALL
1007890062,240 WEST 40 STREET,MANHATTAN,10018,ALL
1007890067,250 WEST 40 STREET,MANHATTAN,10018,ALL
1007890069,252 WEST 40 STREET,MANHATTAN,10018,ALL
1007890075,264 WEST 40 STREET,MANHATTAN,10018,ALL
1007900001,61 7 AVENUE,MANHATTAN,10011,ALL
1007907505,101 WEST 14 STREET,MANHATTAN,10011,ALL
1007910001,79 7 AVENUE,MANHATTAN,10011,ALL
1007910009,155 WEST 15 STREET,MANHATTAN,10011,ALL
1007910013,147 WEST 15 STREET,MANHATTAN,10011,ALL
1007910016,143 WEST 15 STREET,MANHATTAN,10011,ALL
1007917502,126 WEST 16 STREET,MANHATTAN,10011,ALL
1007920020,125 WEST 16 STREET,MANHATTAN,10011,ALL
1007920033,575 AVENUE OF THE AMERICAS,MANHATTAN,10011,ALL
1007920050,122 WEST 17 STREET,MANHATTAN,10011,ALL
1007920070,113 7 AVENUE,MANHATTAN,10011,ALL
1007927501,131 WEST 16 STREET,MANHATTAN,10011,ALL
1007927502,138 WEST 17 STREET,MANHATTAN,10011,ALL
1007927503,130 WEST 17 STREET,MANHATTAN,10011,ALL
1007927505,114 WEST 17 STREET,MANHATTAN,10011,ALL
1007930001,119 7 AVENUE,MANHATTAN,10011,ALL
1007930014,141 WEST 17 STREET,MANHATTAN,10011,ALL
1007930017,135 WEST 17 STREET,MANHATTAN,10011,ALL
1007930020,133 WEST 17 STREET,MANHATTAN,10011,ALL
1007930022,121 WEST 17 STREET,MANHATTAN,10011,ALL
1007930067,154 WEST 18 STREET,MANHATTAN,10011,ALL
1007937501,117 WEST 17 STREET,MANHATTAN,10011,ALL
1007937502,120 WEST 18 STREET,MANHATTAN,10011,ALL
1007937505,151 WEST 17 STREET,MANHATTAN,10011,ALL
1007937506,144 WEST 18 STREET,MANHATTAN,10011,ALL
1007937507,100 WEST 18 STREET,MANHATTAN,10011,ALL
1007937508,166 WEST 18 STREET,MANHATTAN,10011,ALL
1007940009,157 WEST 18 STREET,MANHATTAN,10011,ALL
1007940017,135 WEST 18 STREET,MANHATTAN,10011,ALL
1007940025,125 WEST 18 STREET,MANHATTAN,10011,ALL
1007947501,130 WEST 19 STREET,MANHATTAN,10011,ALL
1007947502,163 WEST 18 STREET,MANHATTAN,10011,ALL
1007947504,155 WEST 18 STREET,MANHATTAN,10011,ALL
1007950010,155 WEST 19 STREET,MANHATTAN,10011,ALL
1007950012,151 WEST 19 STREET,MANHATTAN,10011,ALL
1007950014,139-143 WEST 19 STREET,MANHATTAN,10011,ALL
1007950020,133 WEST 19 STREET,MANHATTAN,10011,ALL
1007950028,111 WEST 19 STREET,MANHATTAN,10011,ALL
1007950037,635 AVENUE OF THE AMERICAS,MANHATTAN,10011,ALL
1007950044,641 AVENUE OF THE AMERICAS,MANHATTAN,10011,ALL
1007957501,121 WEST 19 STREET,MANHATTAN,10011,ALL
1007957502,130 WEST 20 STREET,MANHATTAN,10011,ALL
1007960001,171 7 AVENUE,MANHATTAN,10011,ALL
1007960007,147 WEST 20 STREET,MANHATTAN,10011,ALL
1007960013,143 WEST 20 STREET,MANHATTAN,10011,ALL
1007960018,135 WEST 20 STREET,MANHATTAN,10011,ALL
1007960048,120 WEST 21 STREET,MANHATTAN,10011,ALL
1007960058,132 WEST 21 STREET,MANHATTAN,10011,ALL
1007960060,136 WEST 21 STREET,MANHATTAN,10011,ALL
1007967501,179 7 AVENUE,MANHATTAN,10011,ALL
1007967502,121 WEST 20 STREET,MANHATTAN,10011,ALL
1007967503,129 WEST 20 STREET,MANHATTAN,10011,ALL
1007970018,133 WEST 21 STREET,MANHATTAN,10011,ALL
1007970037,675 AVENUE OF THE AMERICAS,MANHATTAN,10010,ALL
1007970054,118 WEST 22 STREET,MANHATTAN,10011,ALL
1007970070,150 WEST 22 STREET,MANHATTAN,10011,ALL
1007970074,160 WEST 22 STREET,MANHATTAN,10011,ALL
1007977501,125 WEST 21 STREET,MANHATTAN,10011,ALL
1007977502,126 WEST 22 STREET,MANHATTAN,10011,ALL
1007977503,132 WEST 22 STREET,MANHATTAN,10011,ALL
1007977504,136 WEST 22 STREET,MANHATTAN,10011,ALL
1007977505,146 WEST 22 STREET,MANHATTAN,10011,ALL
1007977507,140 WEST 22 STREET,MANHATTAN,10011,ALL
1007977508,151 WEST 21 STREET,MANHATTAN,10011,ALL
1007977509,117 WEST 21 STREET,MANHATTAN,10011,ALL
1007980017,147 WEST 22 STREET,MANHATTAN,10011,ALL
1007980026,129 WEST 22 STREET,MANHATTAN,10011,ALL
1007980041,695 AVENUE OF THE AMERICAS,MANHATTAN,10010,ALL
1007980054,118 WEST 23 STREET,MANHATTAN,10011,ALL
1007980066,142 WEST 23 STREET,MANHATTAN,10011,ALL
1007980071,148 WEST 23 STREET,MANHATTAN,10011,ALL
1007987502,215 7 AVENUE,MANHATTAN,10011,ALL
1007987503,140 WEST 23 STREET,MANHATTAN,10011,ALL
1007987505,125 WEST 22 STREET,MANHATTAN,10011,ALL
1007987506,133 WEST 22 STREET,MANHATTAN,10011,ALL
1007987507,124 WEST 23 STREET,MANHATTAN,10011,ALL
1007987508,130 WEST 23RD STREET,MANHATTAN,10011,ALL
1007990003,229 7 AVENUE,MANHATTAN,10011,ALL
1007990012,155 WEST 23 STREET,MANHATTAN,10011,ALL
1007990028,119 WEST 23 STREET,MANHATTAN,10011,ALL
1007990030,115 WEST 23 STREET,MANHATTAN,10011,ALL
1007990046,108 WEST 24 STREET,MANHATTAN,10011,ALL
1007990057,130 WEST 24 STREET,MANHATTAN,10011,ALL
1007990063,140 WEST 24 STREET,MANHATTAN,10011,ALL
1007990067,148 WEST 24 STREET,MANHATTAN,10011,ALL
1007997501,124 WEST 24 STREET,MANHATTAN,10011,ALL
1008000023,127 WEST 24 STREET,MANHATTAN,10011,ALL
1008000025,119 WEST 24 STREET,MANHATTAN,10011,ALL
1008000033,109 WEST 24 STREET,MANHATTAN,10011,ALL
1008000049,112 WEST 25 STREET,MANHATTAN,10001,ALL
1008000050,113 WEST 24 STREET,MANHATTAN,10001,ALL
1008000057,130 WEST 25 STREET,MANHATTAN,10001,ALL
1008000059,134 WEST 25 STREET,MANHATTAN,10001,ALL
1008000061,138 WEST 25 STREET,MANHATTAN,10001,ALL
1008000065,150 WEST 25 STREET,MANHATTAN,10001,ALL
1008000068,152 WEST 25 STREET,MANHATTAN,10001,ALL
1008000071,160 WEST 25 STREET,MANHATTAN,10001,ALL
1008000074,164 WEST 25 STREET,MANHATTAN,10001,ALL
1008007501,245 7 AVENUE,MANHATTAN,10001,ALL
1008007502,108 WEST 25 STREET,MANHATTAN,10001,ALL
1008007504,101 WEST 24 STREET,MANHATTAN,10010,ALL
1008007505,159 WEST 24 STREET,MANHATTAN,10011,ALL
1008010001,275 7 AVENUE,MANHATTAN,10001,ALL
1008010008,159 WEST 25 STREET,MANHATTAN,10001,ALL
1008010011,151 WEST 25 STREET,MANHATTAN,10001,ALL
1008010014,147 WEST 25 STREET,MANHATTAN,10001,ALL
1008010019,133 WEST 25 STREET,MANHATTAN,10001,ALL
1008010024,119 WEST 25 STREET,MANHATTAN,10001,ALL
1008010030,107 WEST 25 STREET,MANHATTAN,10001,ALL
1008010034,103 WEST 25 STREET,MANHATTAN,10001,ALL
1008010049,110 WEST 26 STREET,MANHATTAN,10001,ALL
1008010051,114 WEST 26 STREET,MANHATTAN,10001,ALL
1008010055,122 WEST 26 STREET,MANHATTAN,10001,ALL
1008010061,134 WEST 26 STREET,MANHATTAN,10001,ALL
1008010065,142 WEST 26 STREET,MANHATTAN,10001,ALL
1008010071,152 WEST 26 STREET,MANHATTAN,10001,ALL
1008017501,137 WEST 25 STREET,MANHATTAN,10001,ALL
1008017502,150 WEST 26 STREET,MANHATTAN,10001,ALL
1008017503,127 WEST 25 STREET,MANHATTAN,10001,ALL
1008020001,283 7 AVENUE,MANHATTAN,10001,ALL
1008020008,151 WEST 26 STREET,MANHATTAN,10001,ALL
1008020022,127 WEST 26 STREET,MANHATTAN,10001,ALL
1008020026,121 WEST 26 STREET,MANHATTAN,10001,ALL
1008020031,109 WEST 26 STREET,MANHATTAN,10001,ALL
1008020036,777 AVENUE OF THE AMERICAS,MANHATTAN,10001,ALL
1008020049,104 WEST 27 STREET,MANHATTAN,10001,ALL
1008020050,112 WEST 27 STREET,MANHATTAN,10001,ALL
1008020052,114 WEST 27 STREET,MANHATTAN,10001,ALL
1008020054,118 WEST 27 STREET,MANHATTAN,10001,ALL
1008020056,122 WEST 27 STREET,MANHATTAN,10001,ALL
1008020061,132 WEST 27 STREET,MANHATTAN,10001,ALL
1008020075,158 WEST 27 STREET,MANHATTAN,10001,ALL
1008027502,291 7 AVENUE,MANHATTAN,10001,ALL
1008030004,307 7 AVENUE,MANHATTAN,10001,ALL
1008030007,153 WEST 27 STREET,MANHATTAN,10001,ALL
1008030016,135 WEST 27 STREET,MANHATTAN,10001,ALL
1008030018,129 WEST 27 STREET,MANHATTAN,10001,ALL
1008030021,121 WEST 27 STREET,MANHATTAN,10001,ALL
1008030026,115 WEST 27 STREET,MANHATTAN,10001,ALL
1008030029,109 WEST 27 STREET,MANHATTAN,10001,ALL
1008030056,120 WEST 28 STREET,MANHATTAN,10001,ALL
1008030058,132 WEST 28 STREET,MANHATTAN,10001,ALL
1008030062,140 WEST 28 STREET,MANHATTAN,10001,ALL
1008030067,150 WEST 28 STREET,MANHATTAN,10001,ALL
1008037502,301 7 AVENUE,MANHATTAN,10001,ALL
1008040001,319 7 AVENUE,MANHATTAN,10001,ALL
1008040008,151 WEST 28 STREET,MANHATTAN,10001,ALL
1008040011,145 WEST 28 STREET,MANHATTAN,10001,ALL
1008040013,141 WEST 28 STREET,MANHATTAN,10001,ALL
1008040018,131 WEST 28 STREET,MANHATTAN,10001,ALL
1008040020,127 WEST 28 STREET,MANHATTAN,10001,ALL
1008040022,123 WEST 28 STREET,MANHATTAN,10001,ALL
1008040024,121 WEST 28 STREET,MANHATTAN,10001,ALL
1008040032,105 WEST 28 STREET,MANHATTAN,10001,ALL
